a,person_id,fio,orcid,researcherId,scopusId,openAlexId,alt_fios
39602,1023489,I. Anderson,,,,A5080457348,I. Anderson; I. J. Anderson; Ian Anderson; Ian J. Anderson; Ian James Anderson
39603,1023490,T. Umer,,,,A5080479079,T. Umer; Tomo Umer
39604,1023491,J. Wagner-Kuhr,0000-0001-6306-1888,,,A5080538286,J. Wagner‐Kuhr; Jeannine Wagner; Jeannine Wagner‐Kuhr
39605,1023492,P. Kyberd,0000-0002-7353-7090,,,A5080550798,A. K. Kyberd; P. Kyberd; Paul Kyberd
39606,1023493,R. Paramatti,0000-0002-0080-9550,,,A5080577485,R. Paramatti; Riccardo Paramatti
39607,1023494,M. Masciovecchio,0000-0002-8200-9425,,,A5080721175,M. Masciovecchio; Mario Masciovecchio
39608,1023495,I. Golutvin,0009-0007-6508-0215,,,A5080780798,I. A Golutvin; I. A. Golutvin; I. Golutvin; Igor Golutvin
39609,1023496,M Muentel,,,,A5080784397,M. Muentel
39610,1023497,M. Rodenburg,,,,A5080982888,M. Rodenburg; Marissa L Rodenburg; Marissa Rodenburg
39611,1023498,C.-E. Wulz,,,,A5081083398,C E. Wulz; C. E. Wulz; C. Wulz; C. ‐E. Wulz; C. E Wulz; C.‐E Wulz; Ce Wulz; C‐E. Wulz
39612,1023499,W. Ko,,,,A5081102967,W. Ko; Ko Winston; Winston Ko; Winston Tai‐Kan Ko; Woon San Ko
39613,1023500,T. Dorland,,,,A5081151735,T. Dorland; Tyler Dorland; Tyler McMillan Dorland
39614,1023501,S. Petrushanko,0000-0003-0210-9061,,,A5081160576,S. Petrushanko; Sergey Petrushanko; S. V. Petrushanko; Sergey V Petrushanko
39615,1023502,HS Chen,,,,A5081297615,C. Hs; Chen Hs; Hs Chen
39616,1023503,E. Barlas,,,,A5081322422,E. Barlas; Esra Barlas
39617,1023504,A. Saha,0000-0002-7195-646X,,,A5081359335,A. Saha; A.C. Saha; Agnik Saha; Anirban Saha
39618,1023505,JP Fernández Ramos,,,,A5081393292,J. Fernández Ramos; JP Fernandez Ramos; JP Fernández Ramos
39619,1023506,Epshteyn,,,,A5081408371,Epshteyn
39620,1023507,S. Wakefield,,,,A5081429548,S. R. Wakefield; S. Wakefield; Stuart Wakefield
39621,1023508,G. Rolandi,0000-0002-0635-274X,,,A5081477856,G. Rolandi; Gigi Rolandi; L. Rolandi; Luigi Rolandi; Rolandi Luigi
39622,1023509,Arun Kumar,0000-0002-5180-6595,,http://www.scopus.com/inward/authorDetails.url?authorID=55716716600&partnerID=MN8TOARS,A5081481599,A. Kumar; A. S. Kumar; A. Senthil Kumar; Ardra R Kumar; Arun Kumar.; Arun S Kumar; Arun S.K. Kumar; Kumar Arun
39623,1023510,A. Graziano,,,,A5081489499,A. Graziano; Alberto Graziano
39624,1023511,I. P. J. Shipsey,0000-0003-4050-6420,,,A5081503642,I. Shipsey; Ian Shipsey; I. P J Shipsey; I. P. J. Shipsey; I. P. Shipsey; I.P.J Shipsey; Ian P. J. Shipsey; Ian P. Shipsey; Ian Peter Joseph Shipsey
39625,1023512,E. Monteil,0000-0002-2350-213X,,,A5081522309,E. Monteil; Ennio Monteil; Etienne Vimal du Monteil
39626,1023513,S. Malhotra,,,,A5081530902,S S. Malhotra; S. Malhotra; S.S. Malhotra; Shivali Malhotra
39627,1023514,K. Yi,0000-0003-0415-3584,,http://www.scopus.com/inward/authorDetails.url?authorID=57202847270&partnerID=MN8TOARS,A5081547489,K. Yi; Kai Yi; Keke Yi; Kuihua Yi; Yi Kai
39628,1023515,E. Appelt,0000-0003-3389-4584,,,A5081638548,E. A. Appelt; E. Appelt; Eric A. Appelt; Eric Andrew Appelt; Eric Appelt
39629,1023516,D. Ćutts,0000-0003-1041-7099,,,A5081727044,D. Cutts; D. Ćutts; David Cutts; David R. Cutts
39630,1023517,W. H. Smith,,,,A5081842085,W. Smith; Wh Smith; W. H. Smith; W.H Smith
39631,1023518,D. Gelé,,,,A5081849281,D. Gele; D. Gelé; D. Geĺe; Denis Gele; Denis Gelé
39632,1023519,Valuev,,,,A5081893840,Valuev
39633,1023520,J. C. Ruiz Vargas,,,,A5082009344,J. C. Ruiz Vargas; J. Vargas; Jer Vargas
39634,1023521,C. Civinini,0000-0002-4952-3799,,,A5082013532,C. Civinini; Carlo Civinini
39635,1023522,F. Ricci-Tam,0000-0001-9750-7702,,,A5082071719,F. Ricci Tam; F. Ricci‐Tam; Francesca Ricci‐Tam
39636,1023523,C. Flores,,,,A5082117017,C. E. Flores; C. Flores
39637,1023524,L. Pape,,,,A5082122249,L. Pape; Luc C.M. Pape; Luc Pape
39638,1023525,J. Hollar,0000-0002-8664-0134,,,A5082143185,J. Hollar; J. J. Hollar; Jonathan Hollar; Jonathan Jason Hollar
39639,1023526,N. Beaupère,,,,A5082171543,Beaupere Nicolas; N. Beaupere; N. Beaupère; Nicolas Beaupere; Nicolas Beaupère
39640,1023527,P. Chang,0000-0002-2095-6320,,,A5082217310,P. Chang; Philip Chang; P. S. Chang; P. S. S. Chang; P.‐. Chang; Philip S. S. Chang
39641,1023528,I. Korol,,,,A5082327572,И В Король
39642,1023529,S. Çerçi,0000-0002-8702-6152,,,A5082335575,S. Cerci; S. Çerçi; Salim Cerci; Salim ÇERÇİ>; Salim Çerçi
39643,1023530,C. Muhl,,,,A5082391626,C. Muhl; Carsten Muhl
39644,1023531,S. Maruyama,0000-0003-0140-5993,,,A5082403789,S. Maruyama; Sho Maruyama
39645,1023532,C. Newman-Holmes,,,,A5082464338,C Newmanholmes; C. B. Newman‐Holmes; C. Newman‐Holmes; Catherine Newman‐Holmes
39646,1023533,M. I. Asghar,,,,A5082501745,M. Asghar; M. I. Asghar; M. I Asghar; M. Irfan Asghar; Mi Asghar
39647,1023534,C. E. Gerber,,,,A5082549686,C. Gerber; C. E. Gerber; C E. Gerber; C. E Gerber; Ce E. Gerber; Ch. Gerber
39648,1023535,J. Seixas,0000-0002-7531-0842,,,A5082561779,J. Seixas; J. M. Seixas; J. Manoel de Seixas; J M De Seixas; J. C. Seixas; J. M. de Seixas; Joao Seixas; João Seixas
39649,1023536,V. Kozhuharov,0000-0002-0669-7799,,http://www.scopus.com/inward/authorDetails.url?authorID=6506823674&partnerID=MN8TOARS,A5082565751,V. Kozhuharov; Venelin Kozhuharov; Kozhuharov
39650,1023537,N. Colino,0000-0002-3656-0259,,,A5082568496,N. Colino; Nicanor Colino
39651,1023538,M. Fernández,0000-0002-3909-8565,,,A5082633284,M. Fernandez; M. Fernández; Marcos Fernandez; M. G. Fernandez; M. Gomez Fernandez; M. P. Pando Fernández; M.G Fernández; M.G. Fernández; Marcos Fernández; Maria Bertaso de Garcia Fernandez; María Frutos Fernández; María V. Jimbo Fernández
39652,1023539,K. Krajczár,,,,A5082755488,K. Krajczar; K. Krajczár; Krisztian F. Krajczar; Krisztian Krajczar; Krisztián Krajczár
39653,1023540,K. Öcalan,0000-0002-8419-1400,,,A5082781578,K. Ocalan; K. Öcalan; Kadir Ocalan; Kadir Saygin; Kadir Öcalan
39654,1023541,S. Schael,0000-0003-4013-3468,,,A5082785121,S. Schael; Stefan Schael
39655,1023542,G. A. Pierro,,,,A5082859839,G. A. Pierro; G. Pierro
39656,1023543,A. Zabi,0000-0002-7214-0673,,,A5082869453,A. Zabi; Alexandre Zabi
39657,1023544,E. Usai,0000-0001-9323-2107,,,A5082903712,E. Usai; Emanuele Usai
39658,1023545,J.-L. Agram,,,,A5082978307,J. Agram; J. L. Agram; J. ‐L. Agram; J‐L. Agram
39659,1023546,K. Lipka,0000-0002-8427-3748,,,A5082987194,K. Lipka; K.M Lipka; K.M. Lipka; K.‐M. Lipka; Katerina Lipka
39660,1023547,G. Lungu,,,,A5082999826,G. A. Lungu; G. Lungu; Gheorghe Lungu
39661,1023548,C. Beluffi,,,,A5083010677,C. Beluffi; Camille Beluffi
39662,1023549,G. Sultanov,0000-0002-8030-3866,,,A5083026298,G. G. Sultanov; G. Sultanov; Georgi Sultanov; Gueorgui Soultanov
39663,1023550,G. Landsberg,0000-0002-4184-9380,,,A5083040858,G L. Landsberg; G. L. Landsberg; G. Landsberg; G. Lands‐Berg; G.L Landsberg; Greg G.L. Landsberg; Greg L. Landsberg; Greg Landsberg; Gregory Leonid Landsberg
39664,1023551,G. Alverson,0000-0001-6651-1178,,,A5083081640,G. Alverson; P. Sphicas; G. O. Alverson; George Alverson; G. Hamel De Monchenault; G. H. de Monchenault; G. Hamel Monchenault; George Oscar Alverson
39665,1023552,R. Kelley,,,,A5083104527,R. Kelley; R. W. Kelley; Ryan Kelley; Ryan Ward Kelley
39666,1023553,A. Brinkerhoff,0000-0002-4819-7995,,,A5083108771,A. Brinkerhoff; Andrew Brinkerhoff
39667,1023554,Pavlunin,,,,A5083138505,Pavlunin
39668,1023555,J. Hrubec,,,,A5083183920,J. A. Hrubec; J. Hrubec; Josef Hrubec
39669,1023556,R. G. Kellogg,,,,A5083216102,R. G. Kellogg; R. Kellogg; R G. Kellogg; R. G Kellogg; Rg Kellogg
39670,1023557,E. Petrakou,,,,A5083253760,E. Petrakou; Eleni Petrakou
39671,1023558,G. Davies,0000-0001-8668-5001,,,A5083301069,G. Davies; Gavin Davies; G. J. Davies; Gavin J. Davies; Gavin John Davies
39672,1023559,J Eroe,,,,A5083375097,J. Eroe
39673,1023560,L. Orsini,,,,A5083386713,L B Orsini; L. Orsini; Luciano Orsini
39674,1023561,G. Iles,0000-0002-1219-5859,,,A5083504247,G. Iles; G. M. Iles; G.M Iles; Gregory Iles; Gregory M. Iles
39675,1023562,Y. Hsiung,0000-0003-4801-1238,,,A5083528038,Y. B. Hsiung; Y. Hsiung; Yee B. Hsiung; Yee Bob Hsiung; Yee Hsiung; Hsiung Yb
39676,1023563,S. C. Zenz,0000-0002-9720-1794,,,A5083547121,S. C. Zenz; S. Zenz; Seth Conrad Zenz; Seth Zenz
39677,1023564,T. Pearson,,,,A5083558063,T. Pearson; Tessa J. Pearson; Tessa Jae Pearson; Tessa Pearson
39678,1023565,R. Horisberger,0000-0002-5594-1321,,,A5083571524,R. Horisberger; R. P. Horisberger; Roland Paul Horisberger; Roland. Horisberger
39679,1023566,D. H. Moon,,,,A5083576616,D. H Moon; D. H. Moon; D. Moon; Dh Moon
39680,1023567,J. Pela,,,,A5083616087,J. Pela; Joao Pela
39681,1023568,S. Liang,0000-0002-4634-6520,,,A5083674863,S. Lu; S. Liang; L. Song; L. W. Song; Liang Song; Lie‐Pu Song; Lihua Song; Linli Song; Liu Song; Lu Song; Lu‐Fa Song; Shiyi Liang; Song Liang; Song Lie‐pu; Song Lihua; Song Lin‐li; Song Liu; Song Li‐hua; Song Lu; Song Lu‐fa
39682,1023569,K. Ozdemir,0000-0002-0103-1488,,,A5083680732,K. Ozdemir; Kadri Ozdemir; Kadri ÖZDEMİR; M. Ozdemir; Mahmut Ozdemir; Mahmut Özdemir
39683,1023570,D. Bortoletto,0000-0002-1287-4712,,,A5083713374,D. Bortoletto; D. R. Bortoletto; Daniela Bortoletto
39684,1023571,A. Kayis Topaksu,,,,A5083766354,A. K Topaksu; A. Kayis Topaksu; A.K. Topaksu
39685,1023572,M. Szleper,0000-0002-1697-004X,,,A5083771982,M. Szleper; Michal Szleper; Michał Szleper
39686,1023573,S. Hagopian,0000-0002-9067-4492,,,A5083788774,S. Hagopian; S. L. Hagopian; Sharon Hagopian
39687,1023574,J. Daguin,,,,A5083798083,J. Daguin; Jerome Daguin
39688,1023575,A. A. Abdelalim,0000-0002-2056-7894,,http://www.scopus.com/inward/authorDetails.url?authorID=31967497400&partnerID=MN8TOARS,A5083831487,A. A. Abdelalim; A. Abdelalim; Ahmed Ali Abdelalim
39689,1023576,A. Safonov,0000-0001-9497-5471,,,A5083833040,A. Safonov; Alexei Safonov; A. N. Safonov; Alexei N. Safonov; Alexei Nikolayevich Safonov
39690,1023577,P. Buhmann,,,,A5083862355,P. Buhmann; Peter Buhmann
39691,1023578,Y. Zheng,0009-0001-5767-014X,,,A5083902118,Y. Zheng; Yun Zheng; Y. H. Zheng; Yangheng Zheng; Yang‐Heng Zheng; Yangheng H. Zheng; Yehuan Zheng; Yongyue Zheng; Yuwen Zheng; yuzheng Zheng
39692,1023579,K. Boesiger,,,,A5083908771,K. Boesiger
39693,1023580,K. W. Bell,,,,A5083923405,K. Bell; K. W. Bell; K.W Bell; K W. Bell; Kw Bell
39694,1023581,D. Klingebiel,,,,A5084018289,D. Klingebiel; Dennis Klingebiel
39695,1023582,A. Gaz,0000-0001-6754-3315,,,A5084064090,A. Gaz; Alessandro Gaz; G Di Nuovo Alessandro; Gaz A; Gaz Alessandro
39696,1023583,A. Tatarinov,,,,A5084088923,А. А. Татаринов
39697,1023584,T. Orimoto,0000-0002-8388-3341,,,A5084122166,T. Orimoto; T. J. Orimoto; Toyoko J. Orimoto; Toyoko Jennifer Orimoto; Toyoko Orimoto
39698,1023585,Y Kim,,,,A5084145575,Y Kim
39699,1023586,G. Schwering,0000-0003-1731-7939,,,A5084274538,G. Schwering; Georg Schwering
39700,1023587,M. Dordevic,0000-0002-8407-3236,,http://www.scopus.com/inward/authorDetails.url?authorID=56285557000&partnerID=MN8TOARS,A5084305477,M. Dordevic; Miljan Đorđević; Milos Dordevic; Miloš D. Dordevic; Miloš Đorđević; Miloš Ɖorđević
39701,1023588,A. Adıgüzel,0000-0001-6644-0517,,,A5084370179,A. Adiguzel; A. Adıgüzel; Aytul Adiguzel; Aytül Adigüzel; Aytül Adıgüzel
39702,1023589,O. Devroede,,,,A5084376725,O. Devroede; Olivier Devroede
39703,1023590,S. Kwan,,,,A5084384653,S. Kwan; S. W. Kwan; S. W. L. Kwan; Simon Kwan; S.W Kwan; Simon W Kwan; Simon W. L. Kwan; Simon Wing Lok Kwan
39704,1023591,J. Lingemann,,,,A5084385737,J. Lingemann; Joschka Lingemann; Joschka Phillip Lingemann
39705,1023592,M. Velasco,0000-0002-2395-6342,,,A5084440110,M. Velasco; Mayda Velasco; M.M. Velasco; Marienel N Velasco; Mark Anthony C. Velasco; Mayda M. Velasco; Mayda Marie Velasco; Michael Tarambis Velasco
39706,1023593,A. Elliott-Peisert,,,,A5084504787,A. Elliott‐Peisert; Anna Elliott‐Peisert
39707,1023594,Y. Roh,,,,A5084511906,Y. J. Roh; Y. Roh; Yong Sik Roh; Yoon‐Jin Roh; Youn Jung Roh; Youn Roh
39708,1023595,D. Dutta,0000-0002-0046-9568,,,A5084526669,D. Dutta; Dibyarup Dutta; Digambar Ranakit Dutta; Dipanwita Dutta
39709,1023596,M. Mittal,0000-0002-6833-8521,,,A5084545093,M. Mittal; M. P. Mittal; Manu Priyam Mittal; Monika Mittal; Mr. Ayush Mittal
39710,1023597,D. Kçira,,,,A5084545776,D. Kcira; D. Kçira; Dorian Kcira; Dorian Kçira
39711,1023598,J. G. Branson,,,,A5084563980,J. Branson; Jg Branson; J G. Branson; J. G Branson; J. G. Branson
39712,1023599,S. Perriès,,,,A5084590182,S. Perries; S. Perriès; S. Perriés; Stephane Perries; Stephane Perriès; Stèphane Perries; Stéphane Perries; Stéphane Perriès
39713,1023600,I. Volobouev,0000-0002-2087-6128,,,A5084635568,I I Volobouev; I. Volobouev; Igor Volobouev
39714,1023601,B. Marzocchi,0000-0001-6687-6214,,,A5084676189,B. Marzocchi; Badder Marzocchi
39715,1023602,H Park,,,,A5084711128,H Park
39716,1023603,J. Monroy,0000-0002-7394-4710,,,A5084725130,J. L. Medina Monroy; J. Lopez Monroy; J. López Monroy; J. Monroy; J.L Medina Monroy; Jose L Monroy; Jose L. Medina Monroy; Jose Lopez Monroy; Jose López Monroy; Jose Monroy; José López Monroy
39717,1023604,D. Sperka,0000-0002-4624-2019,,,A5084742401,D. J. Sperka; D. Sperka; David Sperka
39718,1023605,S. Di Guida,,,,A5084762735,S. D. Guida; S. Di Guida; S. Guida; Salvatore Di Guida; Salvatore Guida
39719,1023606,J. Stupak,0000-0001-9610-0783,,,A5084822132,J. Stupak; John Stupak
39720,1023607,S. Ghosh,0000-0001-6717-0803,,,A5084861973,S. Ghosh; Saranya Ghosh; Saranya Samik Ghosh
39721,1023608,M. Fisher,0000-0003-3756-1146,,,A5084900583,M. Fisher; M. J. Fisher; Matthew Fisher; Matt Fisher; Matthew J. Fisher; Matthew John Fisher
39722,1023609,C. Autermann,0000-0002-0057-0033,,,A5084994526,C. Autermann; Christian Autermann; Christian Tobias Autermann
39723,1023610,H. Nogima,0000-0001-7705-1066,,,A5085051084,H. Nogima; Helio Nogima
39724,1023611,E. Ntomari,,,,A5085057153,E. Ntomari; Eleni Ntomari; Eleni V. Ntomari
39725,1023612,B. Boimska,0000-0002-4200-1541,,,A5085060168,B. Boimska; Bozena Boimska; Bożena Boimska
39726,1023613,M. Zakaria,0009-0001-5458-3702,,,A5085091105,M. Zakaria; Mochammad Machrudi Zakaria; Mohammed K. Zakaria; Mohammed Zakaria; Muhammad Iqbal Zakaria; Muhammad Rifky Zakaria
39727,1023614,B. Millan Mejias,,,,A5085120281,B. M. Mejias; B. Millan Mejias; BM Mejias
39728,1023615,D. Ralph,0000-0002-2527-8610,,,A5085169998,D. Ralph; Duncan K. Ralph; Duncan Kelley Ralph; Duncan Ralph
39729,1023616,J. Slaunwhite,,,,A5085225230,J. Slaunwhite; Jason M. Slaunwhite; Jason Michael Slaunwhite; Jason Slaunwhite
39730,1023617,R. Guida,0000-0001-8413-9672,,,A5085254586,R. Guida; R. M. Guida; Roberto Guida
39731,1023618,D. Troendle,,,,A5085292289,D. Troendle; D. Troen‐Dle; Daniel C. Troendle; Daniel Troendle
39732,1023619,W. A. Khan,,,,A5085306974,W. A. Khan; W. Khan; Wa Khan
39733,1023620,Mark Patterson,0000-0002-1949-7139,,,A5085352014,M. R. Patterson; Mark Patterson; Mark R. Patterson; Mark Robert Patterson; Patterson
39734,1023621,R. Barbieri,0000-0002-7945-005X,,,A5085381963,A. Barbieri; R. A. Barbieri; R. Alex Barbieri; R. Barbieri; Richard Alexander Barbieri; Richard Barbieri
39735,1023622,J. Rodrigues Antunes,,,,A5085431479,J. Antunes; J. R. Antunes; J. Rodrigues Antunes; Joao Rodrigues Antunes
39736,1023623,M. Dalchenko,0000-0002-0137-136X,,,A5085454524,M. Dalchenko; Mykhailo Dalchenko
39737,1023624,K. Kaadze,0000-0003-0571-163X,,,A5085465805,K. Kaadze; Ketino Kaadze
39738,1023625,W. De Boer,,,,A5085557272,W. Boer; W. D. Boer; W. De Boer; W. De Boer†; W. dé Boer; Wim De Boer; Wouter De Boer
39739,1023626,J. E. Cole,0000-0001-5638-7599,,,A5085577412,J. Cole; Joanne Cole; J. E. Cole; J. E Cole; Je Cole
39740,1023627,W. Reece,,,,A5085602690,W. Reece; William Reece; William Robert Reece
39741,1023628,W. Wolszczak,0000-0001-7819-6945,,http://www.scopus.com/inward/authorDetails.url?authorID=55602691600&partnerID=MN8TOARS,A5085691151,W. Wolszczak; W.W. Wolszczak; Weronika W. Wolszczak; Weronika Wolszczak
39742,1023629,M. Grothe,,,,A5085699168,M. E. M. Grothe; M. Grothe; Monika Grothe
39743,1023630,L. K. Gibbons,,,,A5085699663,L. Gibbons; L. K. Gibbons
39744,1023631,A. Tricomi,0000-0002-5071-5501,,http://www.scopus.com/inward/authorDetails.url?authorID=7005034817&partnerID=MN8TOARS,A5085714106,A. Tricomi; Alessia Rita Tricomi; Alessia Tricomi
39745,1023632,R. Khurana,,,,A5085762810,R. Khurana; R.G. Khurana; Rahul Khurana; Rajiv Khurana; Raman Khurana
39746,1023633,A. Kasmi,,,,A5085773885,A. Kasmi; Azeddine Kasmi
39747,1023634,L. Scodellaro,0000-0002-4974-8330,,,A5085777691,E. Scodellaro; L. Scodellaro; Luca Scodellaro
39748,1023635,D. Cline,,,,A5085785461,D. Cline; David Cline; D B. Cline; D. B. Cline; D.B Cline; David B. Cline; David B. I. M. Cline; David. B. Cline
39749,1023636,D. Ciangottini,0000-0002-0843-4108,,http://www.scopus.com/inward/authorDetails.url?authorID=56225642900&partnerID=MN8TOARS,A5085844710,D. Ciangottini; Diego Ciangottini
39750,1023637,Halyo,,,,A5085859134,Halyo
39751,1023638,M. Olschewski,,,,A5085870567,M. Olschewski; Mark Olschewski
39752,1023639,IC Park,,,,A5085879076,IC Park; Park Ic
39753,1023640,G. Pugliese,0000-0001-5460-2638,,http://www.scopus.com/inward/authorDetails.url?authorID=57137760400&partnerID=MN8TOARS,A5085920470,G. Pugliese; Gabriella Pugliese; G M Pugliese; Gabriella Maria Incoronata Pugliese; Giuseppe Pugliese
39754,1023641,F. Ligabue,0000-0002-1549-7107,,,A5085963370,F. Ligabue; Franco Ligabue; L Franco; Ligabue Franco
39755,1023642,Jimin George,,,,A5085999053,J. George; J. S. George; J.S George; Jerin Thomas George; Jimin George
39756,1023643,A. Calderón,0000-0002-7205-2040,,,A5086013665,A. Calderon; A. Calderón; Alicia Calderon; Alicia Pérez Calderón
39757,1023644,J. F. Schulte,0000-0003-4421-680X,,,A5086036777,J. F. Schulte; Jan‐Frederik Schulte; J Schulte
39758,1023645,M. Pioppí,,,,A5086057873,M. Pioppi; M. Pioppí; Michele Pioppi
39759,1023646,G. Breto,,,,A5086165779,G. Breto; Guillermo Breto
39760,1023647,S. Won,,,,A5086220111,S Seo Won; S. Won; Steven Won
39761,1023648,L. Van Lancker,,,,A5086306252,L. Van Lancker; Luc Van Lancker
39762,1023649,M. Guthoff,0000-0002-3974-589X,,,A5086308468,M. Guthoff; Moritz Guthoff
39763,1023650,J. B. Sauvan,,,,A5086332508,J. B Sauvan; J. B. Sauvan; J. Sauvan
39764,1023651,P. de Barbaro,0000-0002-5508-1827,,,A5086366250,P. Barbaro; P. De Barbaro; P. DeBarbaro; P. d. Barbaro; P.D. Barbaro; Pawel De Barbaro
39765,1023652,K. Nawrocki,,,,A5086372796,K. A. Nawrocki; K. Nawrocki; Krzysztof Nawrocki
39766,1023653,A. Kaminskiy,0000-0003-4912-6678,,,A5086407417,A. Kaminskiy; A.K. Kaminskiy; Alexandre Kaminskiy
39767,1023654,W. Sun,0000-0003-0649-5086,,,A5086434651,W. Sun; Werner Sun; W. M. Sun; Wendong Sun; Werner M. Sun; Werner Man‐Li Sun
39768,1023655,T. Bergauer,0000-0002-5786-0293,,,A5086528441,T. Bergauer; Thomas Bergauer
39769,1023656,P. Kreuzer,,,,A5086602061,P. Kreuzer; Peter Klaus Kreuzer; Peter Kreuzer
39770,1023657,L. Bissi,,,,A5086608739,L. Bissi; Lucia Bissi
39771,1023658,W. Van Doninck,,,,A5086618240,W. Doninck; W. V. Doninck; W. Van Doninck; Walter Van Doninck
39772,1023659,S. Marconi,,,,A5086629408,S. Marconi; Sara Marconi
39773,1023660,A. Kyriakis,,,,A5086658584,A. Kyriakis; Aristoteles Kyriakis
39774,1023661,L. Winstrom,,,,A5086704694,L. Winstrom; L. O. Winstrom; Lucas O. Winstrom; Lucas Winstrom
39775,1023662,L. Sulak,,,,A5086713181,L. Sulak; L. R. Sulak; L.R Sulak; Lawrence R. Sulak; Lawrence Richard Sulak; Lawrence Sulak
39776,1023663,M. Calderón De La Barca Sánchez,,,,A5086811361,M. Sanchez; Mcdlb Sanchez; M. C De La Barca Sanchez; M. C. De La Barca Sanchez; M. Calder'on de la Barca S'anchez; M. Calderon De La Barca Sanchez; M. Calderón De La Barca Sanchez; M. Calderón De La Barca Sánchez; Manu Sanchez; Mcdlb Sánchez
39777,1023664,R. M. Chatterjee,,,,A5086823289,R. Chatterjee; R. M. Chatterjee; R. M Chatterjee
39778,1023665,N. Zaganidis,,,,A5086844639,N. Zaganidis; Nikolaos Zaganidis
39779,1023666,E. Locci,0000-0003-0269-1725,,,A5086866815,E. Locci; Elizabeth Locci
39780,1023667,C. Willmott,,,,A5086932043,C. Willmott; Carlos Willmott
39781,1023668,R. Hirosky,0000-0003-0304-6330,,,A5087062097,R. Hirosky; Robert Hirosky; Robert J. Hirosky; Robert James Hirosky
39782,1023669,S. Greene,,,,A5087071319,S. Greene; S. V. Greene; S.V Greene; Senta Greene; Senta V. Greene; Senta Victoria Greene
39783,1023670,A. Thea,0000-0002-4090-9046,,,A5087114075,A. Thea; Alessandro Thea
39784,1023671,G. Gökbulut,0000-0002-0175-6454,,,A5087234655,G. Gokbulut; G. Gökbulut; G. Önengüt Gökbulut; Gul Gokbulut; Gül Gökbulut
39785,1023672,J. D. Richman,,,,A5087239841,J. D. Richman; J. Richman; Jd Richman; Richman Jd
39786,1023673,Y. W. Chang,,,,A5087256171,Y. Chang; Y. W. Chang; Chang Yh; Yh Chang; Y. W Chang
39787,1023674,K. Ranjan,0000-0002-5540-3750,,,A5087256415,K. Mohapatra Ranjan; K. Ranjan; Karishma Ranjan; Kirti Ranjan; Ranjan Kirti
39788,1023675,F. L. Navarria,,,,A5087341802,F L. Navarria; F. L. Navarria; F. Navarria; F.‐L Navarria; F.‐L. Navarria; F. L Navarria; Fl Navarria
39789,1023676,G. Flouris,,,,A5087364534,G. Flouris; Giannis Flouris
39790,1023677,G. Kole,0000-0002-3285-1497,,,A5087423976,G. Kole; Gouranga Kole
39791,1023678,Azzolini,,,,A5087439138,Azzolini
39792,1023679,S. Senkin,0000-0001-5848-005X,,,A5087450984,S. Senkin; Sergey Senkin
39793,1023680,L. M. Villasenor-Cendejas,,,,A5087463729,L. M. Villasenor‐Cendejas; L. M Villasenor‐Cendejas; L. Villasenor‐Cendejas; LM Villasenor‐Cendejas
39794,1023681,M. Lebourgeois,,,,A5087471195,M. Lebourgeois; Matthew Lebourgeois
39795,1023682,P. Robmann,,,,A5087510131,P. Robmann; Peter Robmann
39796,1023683,O. Long,,,,A5087518170,O. Long; O. R. Long; O.R Long
39797,1023684,L. Dobrzyński,,,,A5087521827,L. Dobrzynski; L. Dobrzyñski; L. Dobrzyński; Ludwik Dobrzynski; Ludwik Dobrzyński
39798,1023685,E. M. Gregores,,,,A5087619695,E. Gregores; E. M. Gregores; E. M. Fernandez Perez Gregores; Em M. Gregores
39799,1023686,P. Van Mulders,0000-0003-1309-1346,,,A5087622246,P v Mulders; P. Mulders; P. V. Mulders; P. Van Mulders; Petra Van Mulders
