a,person_id,fio,orcid,researcherId,scopusId,openAlexId,alt_fios,cluster_id
17569,1095573,J.B. Liu,,,,A5000214866,J.B. Liu,3846
17877,1095881,J.B. Liu,,,,A5041105642,J.B. Liu,3846
18033,1096040,J.B. Liu,,,,A5002190938,J.B. Liu,3846
18522,1096532,J.B. Liu,,,,A5044518323,J.B. Liu,3846
18548,1096558,J.B. Liu,,,,A5019346750,J.B. Liu,3846
18980,1096991,J.B. Liu,,,,A5052027020,J.B. Liu,3846
19326,1097341,J.B. Liu,,,,A5033855821,J.B. Liu,3846
19510,1097525,J.B. Liu,,,,A5065237917,J.B. Liu,3846
19633,1097667,J.B. Liu,,,,A5041924703,J.B. Liu,3846
20064,1098098,J.B. Liu,,,,A5056593561,J.B. Liu,3846
20612,1098652,J.B. Liu,,,,A5069924432,J.B. Liu,3846
21223,1099278,J.B. Liu,,,,A5012641634,J.B. Liu,3846
22911,1101003,J.B. Liu,,,,A5080868161,J.B. Liu,3846
23703,1101806,J.B. Liu,,,,A5091601013,J.B. Liu,3846
23798,1101901,J.B. Liu,,,,A5082103231,J.B. Liu,3846
24132,1102238,J.B. Liu,,,,A5025791035,J.B. Liu,3846
24381,1102493,J.B. Liu,,,,A5006963014,J.B. Liu,3846
24575,1102723,J.B. Liu,,,,A5035732054,J.B. Liu,3846
24684,1102832,J.B. Liu,,,,A5076637509,J.B. Liu,3846
24814,1102962,J.B. Liu,,,,A5064259967,J.B. Liu,3846
25005,1103153,J.B. Liu,,,,A5085995547,J.B. Liu,3846
25054,1103203,J.B. Liu,,,,A5046123258,J.B. Liu,3846
25079,1103228,J.B. Liu,,,,A5041685726,J.B. Liu,3846
25402,1103581,J.B. Liu,,,,A5065720489,J.B. Liu,3846
25932,1104111,J.B. Liu,,,,A5058220818,J.B. Liu,3846
26054,1104233,J.B. Liu,,,,A5062796612,J.B. Liu,3846
26205,1104384,J.B. Liu,,,,A5001284921,J.B. Liu,3846
26636,1104827,J.B. Liu,,,,A5037967808,J.B. Liu,3846
27259,1105455,J.B. Liu,,,,A5059782644,J.B. Liu,3846
28205,1106401,J.B. Liu,,,,A5089429079,J.B. Liu,3846
28919,1107120,J.B. Liu,,,,A5050768341,J.B. Liu,3846
29232,1107433,J.B. Liu,,,,A5065521847,J.B. Liu,3846
29634,1107841,J.B. Liu,,,,A5082060659,J.B. Liu,3846
29703,1107910,J.B. Liu,,,,A5006609349,J.B. Liu,3846
30132,1108340,J.B. Liu,,,,A5050851081,J.B. Liu,3846
30910,1109120,J.B. Liu,,,,A5046127767,J.B. Liu,3846
31544,1109826,J.B. Liu,,,,A5088853954,J.B. Liu,3846
31702,1109984,J.B. Liu,,,,A5083626968,J.B. Liu,3846
33082,1111401,J.B. Liu,,,,A5082286275,J.B. Liu,3846
33133,1111452,J.B. Liu,,,,A5054464080,J.B. Liu,3846
33254,1111573,J.B. Liu,,,,A5021893594,J.B. Liu,3846
33311,1111630,J.B. Liu,,,,A5035718923,J.B. Liu,3846
33519,1111838,J.B. Liu,,,,A5063553007,J.B. Liu,3846
33716,1112035,J.B. Liu,,,,A5082576478,J.B. Liu,3846
33735,1112056,J.B. Liu,,,,A5060299007,J.B. Liu,3846
35159,1114152,J.B. Liu,,,,A5024306998,J.B. Liu,3846
10076,1087172,JB De Vivie De Regie,,,,A5088826013,JB De Vivie De Regie; J‐B. de Vivie de Regie,3847
12183,1089548,J.B. De Vivie De Regie,,,,A5040994209,J B. De Vivie de Regie; J. B. De Vivie De Regie; J.B de Vivie de Regie; J.‐B de Vivie de Régie; J.‐B. de Vivie de Régie,3847
5613,1081757,Z. D. Greenwood,,,,A5084425035,Z. D. Greenwood; Z. Greenwood; Zeno D. Greenwood; Zeno Dixon Greenwood; Zeno Greenwood,3848
7314,1083458,Z. D. Greenwood,,,,A5049089905,Z. D. Greenwood; Z. Greenwood; Z.D Greenwood; Zd D. Greenwood,3848
5614,1081758,N. F. Castro,,,,A5084442088,N. Castro; N. F. Castro; Nuno Castro; Nuno F. Castro; Nuno Filipe Castro; N.F Castro; Nuno Filipe da Silva Fernandes de Castro,3849
7160,1083304,N. F. Castro,,,,A5072721878,N. Castro; N. F. Castro,3849
22106,1100183,N. F. Castro,0000-0001-8491-4376,,,A5087943460,N. Castro; N. F. Castro; N.A. Castro; Nicolau A. Castro; Nuno Castro; Nuno Constantino Castro; Nuno F. Castro; Nuno Filipe Castro,3849
8635,1085731,N. Fomin,0000-0001-9457-394X,,,A5074625539,N. Fomin; Nikolai Fomin; N. E. Fomin,3850
11868,1089231,N. Fomin,0000-0002-4837-3223,,,A5038076817,N. G. Fomin; N. Fomin; Nadia Fomin,3850
5628,1081772,W. Park,,,,A5084909434,W. Park,3851
7199,1083343,W. Park,,,,A5081550585,W. Park,3851
7546,1084447,W. Park,,,,A5015249548,W. Park,3851
11307,1088537,W. Park,,,,A5021708784,W. Park,3851
11689,1088921,W. Park,,,,A5051810246,W. Park,3851
11710,1088942,W. Park,,,,A5008462427,W. Park,3851
12386,1089751,W. Park,,,,A5024192292,W. Park,3851
12647,1090012,W. Park,,,,A5030168291,W. Park,3851
12989,1090354,W Park,,,,A5064260139,W Park,3851
13151,1090524,W. Park,,,,A5008338507,W. Park,3851
13348,1090721,W. Park,,,,A5063648557,W. Park,3851
13765,1091138,W. Park,,,,A5086993627,W. Park,3851
13778,1091151,W. Park,,,,A5068803718,W. Park,3851
13791,1091164,W. Park,,,,A5016837092,W. Park,3851
14559,1092016,W. Park,,,,A5046224742,W. Park,3851
14666,1092159,W. Park,,,,A5025572972,W. Park,3851
14999,1092492,W. Park,,,,A5046592918,W. Park,3851
15066,1092559,W. Park,,,,A5049304603,W. Park,3851
15112,1092605,W. Park,,,,A5038883152,W. Park,3851
15485,1093001,W. Park,,,,A5065070733,W. Park,3851
15828,1093598,W. Park,,,,A5047073332,W. Park,3851
15913,1093691,W. Park,,,,A5016901894,W. Park,3851
16170,1094006,W. Park,,,,A5050014817,W. Park,3851
16274,1094110,W. Park,,,,A5047821000,W. Park,3851
16331,1094167,W. Park,,,,A5043641711,W. Park,3851
16394,1094230,W. Park,,,,A5023659725,W. Park,3851
16535,1094391,W. Park,,,,A5077060455,W. Park,3851
16697,1094667,W. Park,,,,A5070146085,W. Park,3851
16739,1094709,W. Park,,,,A5073073315,W. Park,3851
16811,1094781,W. Park,,,,A5072085782,W. Park,3851
17902,1095906,W. Park,,,,A5017222428,W. Park,3851
18135,1096136,W. Park,,,,A5078366762,W. Park,3851
18386,1096394,W. Park,,,,A5028717630,W. Park,3851
18624,1096634,W. Park,,,,A5013323271,W. Park,3851
19142,1097157,W. Park,,,,A5056723759,W. Park,3851
19360,1097373,W. Park,,,,A5023478278,W. Park,3851
22296,1100373,W. Park,,,,A5070017261,W. Park,3851
22391,1100479,W. Park,,,,A5026741218,W. Park,3851
22603,1100693,W. Park,,,,A5002136678,W. Park,3851
23084,1101176,W. Park,,,,A5018069958,W. Park,3851
23126,1101218,W. Park,,,,A5045669093,W. Park,3851
23180,1101272,W. Park,,,,A5021887183,W. Park,3851
23202,1101294,W. Park,,,,A5030751844,W. Park,3851
23392,1101487,W. Park,,,,A5070375836,W. Park,3851
24058,1102164,W. Park,,,,A5006370396,W. Park,3851
24128,1102234,W. Park,,,,A5019774704,W. Park,3851
24343,1102450,W. Park,,,,A5052368393,W. Park,3851
24401,1102513,W. Park,,,,A5059308241,W. Park,3851
24538,1102667,W. Park,,,,A5062234070,W. Park,3851
24638,1102786,W. Park,,,,A5036059677,W. Park,3851
24657,1102805,W. Park,,,,A5015537154,W. Park,3851
24713,1102861,W. Park,,,,A5068555831,W. Park,3851
24802,1102950,W. Park,,,,A5028132666,W. Park,3851
24832,1102980,W. Park,,,,A5004477689,W. Park,3851
24869,1103017,W. Park,,,,A5000350300,W. Park,3851
25100,1103276,W. Park,,,,A5043148507,W. Park,3851
25113,1103292,W. Park,,,,A5015574420,W. Park,3851
25625,1103804,W. Park,,,,A5046953833,W. Park,3851
25653,1103832,W. Park,,,,A5013249867,W. Park,3851
25775,1103954,W. Park,,,,A5042849412,W. Park,3851
25795,1103974,W. Park,,,,A5018025902,W. Park,3851
26700,1104891,W. Park,,,,A5067630160,W. Park,3851
27028,1105220,W. Park,,,,A5088331466,W. Park,3851
27556,1105752,W. Park,,,,A5090228913,W. Park,3851
27750,1105946,W. Park,,,,A5005321061,W. Park,3851
28121,1106317,W. Park,,,,A5087539331,W. Park,3851
28184,1106380,W. Park,,,,A5036921539,W. Park,3851
28395,1106591,W. Park,,,,A5071040365,W. Park,3851
28417,1106613,W. Park,,,,A5022513041,W. Park,3851
28446,1106642,W. Park,,,,A5013008079,W. Park,3851
28723,1106919,W. Park,,,,A5029062732,W. Park,3851
28829,1107025,W. Park,,,,A5075147580,W. Park,3851
28900,1107101,W. Park,,,,A5065952035,W. Park,3851
28962,1107163,W. Park,,,,A5062927417,W. Park,3851
28985,1107186,W. Park,,,,A5034768326,W. Park,3851
29032,1107233,W. Park,,,,A5068824769,W. Park,3851
29504,1107711,W. Park,,,,A5071031460,W. Park,3851
30419,1108629,W. Park,,,,A5086474048,W. Park,3851
31667,1109949,W. Park,,,,A5050431458,W. Park,3851
31749,1110031,W. Park,,,,A5091339246,W. Park,3851
32638,1110924,W. Park,,,,A5038501136,W. Park,3851
33424,1111743,W Park,,,,A5017885942,W Park,3851
33604,1111923,W. Park,,,,A5054148764,W. Park,3851
33918,1112282,W. Park,,,,A5003054665,W. Park,3851
34047,1112421,W. Park,,,,A5029238250,W. Park,3851
34283,1112657,W. Park,,,,A5019007278,W. Park,3851
34349,1112724,W. Park,,,,A5017856808,W. Park,3851
35170,1114163,W. Park,,,,A5054801982,W. Park,3851
11221,1088451,W. P. McCormack,0000-0002-0768-1959,,,A5035418865,W. McCormack; W. P. McCormack; William Patrick Mccormack,3852
21846,1099918,W. P. Mc Cormack,,,,A5075350876,W. P. Mc Cormack,3852
47644,1035088,W. Parker,,,,A5073797514,W. Parker; W. Ennis Parker; Will Parker,3853
47833,1035277,W. Parker,0000-0001-9479-1285,,,A5015444890,W. Parker; William Parker; W. C. PARKER; W.C. Parker; William Chesluk Parker; William. C. Parker,3853
47659,1035103,W. Prado Da Silva,,,,A5082933239,W. Prado Da Silva,3854
47692,1035136,W. Prado Da Silva,,,,A5014019125,W. Prado Da Silva,3854
5635,1081779,W. H. Bell,,,,A5085109471,P. Bell; W. Bell; W. H. Bell; W.H Bell; William Bell; William H. Bell; William Hamish Bell,3855
9735,1086831,W. H. Bell,,,,A5036585946,W. Bell; W. H. Bell; W.H Bell; Wh Bell,3855
38194,1022081,W. Haj Ahmad,,,,A5024971287,W. Haj Ahmad; WH Ahmad,3856
39942,1023830,W. Haj Ahmad,0000-0003-1491-0446,,,A5007470959,W. Haj Ahmad; Haj Ahmad W Haj Ahmad; W Ahmad; W. H. Ahmad; W. Haj Ah‐mad; W. HajAhmad; Wael Haj Ahmad,3856
38726,1022613,W. Hopkins,,,,A5045541483,W. H. Hopkins; W. Hopkins; Walter Hopkins; Walter Howard Hopkins,3857
40548,1024436,W. H. Hopkins,0000-0001-7814-8740,,,A5086638529,W. H. Hopkins; W. Hopkins; Walter Hopkins; Walter Howard Hopkins; W.H Hopkins,3857
39630,1023517,W. H. Smith,,,,A5081842085,W. Smith; Wh Smith; W. H. Smith; W.H Smith,3858
47355,1034799,W. H. Smith,,,,A5028761930,W. Smith; W. H Smith; W. H. Smith; W. Harley Smith; Wesley H. Smith; Wesley H.< Smith; Wesley Smith,3858
41097,1024985,W. H. Toki,,,,A5070265307,W. H. Toki; W. Toki; Toki Wh; W. . H. Toki; Wh H. Toki; Wh Toki; _ W. H. Toki,3859
44114,1028213,W. H. Toki,,,,A5079931945,W. H. Toki; W. Toki; Walter H. Toki; Walter Toki,3859
44863,1029598,W Hulsbergen,,,,A5048142911,W. Hulsbergen; Hulsbergen Wd; W.D. Hulsbergen; Wd Hulsbergen,3860
49390,1040762,W. Hulsbergen,0000-0003-3018-5707,,,A5036863254,W. D. Hulsbergen; W. Hulsbergen; Wouter D. Hulsbergen; Wouter Donovan Hulsbergen; Wouter Hulsbergen,3860
5671,1081815,F. Ould-Saada,0000-0002-9404-835X,,,A5086358379,F. Ouldsaada; F. Ould‐Saada; Farid Ould‐Saada,3861
12703,1090068,F. Ould Saada,,,,A5027209769,F. Ould Saada,3861
5844,1081988,F. O’grady,,,,A5000511305,F. O'Grady; F. O’Grady; F. T. O'Grady; F. T. O’Grady; Fionnbarr O'Grady; Fionnbarr O’Grady; Fionnbarr T O'Grady; Fionnbarr Timothy O'Grady,3862
14169,1091579,F O grady,,,,A5023618146,F O grady,3862
9834,1086930,Z. Ren,,,,A5050747585,Z. Ren; Z.L. Ren,3863
13330,1090703,Z. Ren,0000-0001-9974-9350,,,A5030970553,Z. Ren; Zan Ren; Z. L. Ren; Zelin Ren,3863
49170,1040542,Z. Ren,0000-0001-8487-4837,,,A5071946999,Z. Ren; Z. Y. Ren; Zan Ren; Zengchao Ren; Zihao Ren,3863
49471,1040843,Z. Ren,0000-0001-6785-1801,,,A5069751294,Z. Ren; Z.Y. Ren; Zhen‐Yu Ren; Ziqiang Ren,3863
49878,1041949,Z. Ren,0009-0006-9865-8389,,,A5028274019,Z. Ren; Z. Y. Ren; Zaian Ren; Zhaoyue Ren; Zhao‐Peng Ren; Zhao‐Qiang Ren; Zhengxtng Ren; Zhenzhu Ren; Zhongju Ren; Zhuolu Ren; Zhuoxiang Ren; Zihua Ren; Zirui Ren; zhongrui ren,3863
5695,1081839,D. Yu,0000-0002-4645-875X,,,A5086867941,D. Yu; D. R. Yu; Dakun Yu; Dan Smyer Yü; Dantong Yu,3864
6588,1082732,D. Yu,0000-0001-5921-5231,,,A5077716996,D. Yu; David Yu; D. R. Yu; David Ren‐Hwa Yu; Dongcheng Yang and Hongjun Yu,3864
7141,1083285,D. Y. Bardin,,,,A5068018803,D. Bardin; D. Y. Bardin; D. Yu. Bardin; Dmitry Bardin; Dmitry Yu. Bardin,3865
7603,1084658,D. Y. Bardin,,,,A5069315805,D. Bardin; D. Y. Bardin; D. Yu. Bardin; D Yu. Bardin; D.Y Bardin; Daniele Bardin; Dyu. Bardin,3865
11477,1088709,D. Y. Bardin,,,,A5011580340,D. Bardin; D. Y. Bardin; D. Yu. Bardin; D Yu. Bardin; D. Y.‐U. Bardin; Dima Bardin,3865
45853,1032955,D. Y. Bardin,,,,A5019421836,D. Bardin; D. Y. Bardin; D. Yu. Bardin; D Yu. Bardin; D.Y Bardin; D Y U Bardin; D. Yu Bardin; Dmitri Bardin; Dmitri Y. Bardin; Dmitri Yu. Bardin,3865
5696,1081840,S. Xella,0000-0002-0988-1655,,,A5086898510,S. Xella; Stefania Xella; S M. Xella; S. M. Xella; Sm M. Xella; Sm Xella; Xella Sm,3866
46922,1034024,S. Xella,,,,A5080437608,S. Xella; S.M. Xella; Stefania Xella,3866
28798,1106994,S. Xie,,,,A5026942445,S. Xie; Shu‐Qin Xie,3867
37765,1021652,S. Xie,0000-0003-2509-5731,,,A5008066685,S. Xie; Shuxue Xie; Si Xie; Sizhe Xie; Xie Si,3867
43015,1027057,S. Xie,0009-0002-4335-7985,,,A5003927176,S. Xie; Sheng Xie; Song Xie; Xie S; Xie Sheng; Xie Song; S. Y. Xie; S.Y Xie; Shangfen Xie; Shaowang Xie; Shengwen Xie; Sheng‐Wen Xie; Shibin Xie; Shiyong. Xie; Shi‐Yong Xie; Shuangxi Xie; Shuhong Xie; Songlin Xie; Song‐Lin Xie; X. Sheng; Xie Shao‐Wang; Xie Sheng‐Wen; Xie Shiyong; Xie Shi‐Yong; Xie Shi‐bin; Xie Shuangxi; Xie Song‐Lin,3867
5770,1081914,C.-M. Cuciuc,,,,A5089590668,C. M. Cuciuc; C.‐M. Cuciuc,3868
10473,1087569,C.-M. Cuciuc,,,,A5005432148,C. M. Cuciuc; C. ‐M. Cuciuc; Constantin‐Mihai Cuciuc,3868
6038,1082182,C. Y. Shehu,,,,A5020224534,C. Y. Shehu; Ciwake Yusufu Shehu,3869
10096,1087192,C. Y. Shehu,,,,A5000200978,C. Y. Shehu,3869
6507,1082651,C. Young,0000-0003-3268-3486,,,A5069335058,C. Young; C. J. Young; C. J S Young; C. J. S. Young; Charles Young,3870
8902,1085998,C. Young,,,,A5041052585,C. Young; Christopher Young; C. S. Young; Christopher S. Young,3870
9569,1086665,C. Young,,,,A5011008576,C. Young; C. J. Young; Cjs Young; C. J S Young; C. J. S. Young,3870
15447,1092956,C. Young,,,,A5028762469,C. Young; C. C. Young; Charlie Young,3870
50489,1042896,C. Young,,,,A5027313644,C. Young; C. C. Young; C.C Young; Charles C. Young; Charles Chung‐Hoi Young; Charles Young,3870
6341,1082485,H. Ren,0000-0002-4030-6210,,,A5051136086,H. Ren; H.L. Ren; Haizhen Ren; Huan Ren; Ren Huan,3871
10331,1087427,H. Ren,,,,A5078152154,H. Ren; Hongyu Ren; Hong‐Yu Ren,3871
12853,1090218,H. Ren,0000-0003-4502-421X,,,A5008631356,H. Ren; H. L. Ren; Huanwei Ren; Huimin Ren,3871
8584,1085680,H. R. Nindhito,0000-0003-3108-9477,,,A5070648848,H. R. Nindhito; H.R Nindhito; Herjuno Nindhito; Herjuno Rah Nindhito,3872
14073,1091470,H. R. Nindhito,,,,A5049960532,H. R. Nindhito,3872
38699,1022586,H. R. Hoorani,,,,A5044604449,H. Hoorani; H. R. Hoorani; H. R Hoorani; Hoorani Hr; Hr Hoorani,3873
43280,1027322,H. R. Hoorani,0000-0002-0088-5043,,,A5032945094,H. Hoorani; H. R. Hoorani; Hafeez Hoorani; Hafeez R. Hoorani,3873
12522,1089887,U. G. Tok,0000-0002-3039-021X,,,A5009358117,U. G. Tok; U. Tok; U.G Tok; Ufuk Guney Tok; Ufuk Tok,3874
42271,1026310,U. G Tok,,,,A5032091922,U. G Tok; UG Tok,3874
11702,1088934,E. I. Rosenberg,,,,A5078022708,E. Rosenberg; Ei I. Rosenberg; Ei Rosenberg; E I. Rosenberg; E. I. Rosenberg; E.I Rosenberg; Rosenberg Ei,3875
46659,1033761,E. I. Rosenberg,,,,A5066292600,E. Rosenberg; E I. Rosenberg; E. I. Rosenberg; E.I Rosenberg; Eli I Rosenberg; Eli Ira Rosenberg; Eli Rosenberg,3875
6141,1082285,X. Hu,,,,A5032232050,X. Hu; X. B. Hu; Xueye Hu,3876
9604,1086700,X. Hu,,,,A5016304388,X. Hu; Xiaofan Hu; X. H. Hu; Xingkun Hu,3876
14485,1091942,X. Hu,0000-0002-5924-2683,,,A5030379501,X. Hu; X. J. Hu; Xiaofan Hu; Xingong Hu,3876
35423,1084765,X. Hu,0000-0002-0086-3127,,,A5026402388,X. Hu; Xiao Hu; X. W. Hu; Xiangying Hu; Xiao Wei Hu; Xuwei Hu,3876
41882,1025921,X. Huang,0000-0001-9590-3285,,,A5076843247,X. Huang; X. T. Huang; Xiaotao Huang; Xiaowen Huang,3877
48324,1035776,X. Huang,,,,A5053053738,X. Huang; X. T. Huang; Xinjie Huang; Xin‐jie Huang,3877
6156,1082300,Q. Hu,0000-0002-9705-7518,,http://www.scopus.com/inward/authorDetails.url?authorID=56579555100&partnerID=MN8TOARS,A5033612994,Q. Hu; Q.H. Hu; Qipeng Hu,3878
10841,1088071,Q. Hu,,,,A5080675126,Q. Hu; Quan‐Yi Hu,3878
10941,1088171,Q. Hu,0000-0002-4198-761X,,,A5044089406,Q. Hu; Q. Y. Hu; Q.‐Y. Hu; Qingyuan Hu,3878
6159,1082303,F. Zhang,,,,A5033738406,F. Zhang,3879
9352,1086448,F. Zhang,,,,A5066972647,F. Zhang,3879
9622,1086718,F Zhang,,,,A5019626032,F Zhang,3879
10360,1087456,F Zhang,,,,A5088816716,F Zhang,3879
10425,1087521,F. Zhang,,,,A5050686774,F. Zhang,3879
10856,1088086,F. Zhang,,,,A5085671295,F. Zhang,3879
10956,1088186,F. Zhang,,,,A5053952277,F. Zhang,3879
11088,1088318,F. Zhang,,,,A5091045124,F. Zhang,3879
11303,1088533,F. Zhang,,,,A5091254367,F. Zhang,3879
11969,1089332,F Zhang,,,,A5071107548,F Zhang,3879
12034,1089397,F. Zhang,,,,A5012124917,F. Zhang,3879
12143,1089508,F. Zhang,,,,A5006512378,F. Zhang,3879
12259,1089624,F. Zhang,,,,A5036018940,F. Zhang,3879
12305,1089670,F. Zhang,,,,A5032223177,F. Zhang,3879
12675,1090040,F. Zhang,,,,A5011676425,F. Zhang,3879
12831,1090196,F Zhang,,,,A5070994659,F Zhang,3879
13099,1090472,F. Zhang,,,,A5083682293,F. Zhang,3879
13866,1091239,F. Zhang,,,,A5062226991,F. Zhang,3879
13884,1091281,F Zhang,,,,A5015324102,F Zhang,3879
13938,1091335,F. Zhang,,,,A5051530812,F. Zhang,3879
14004,1091401,F. Zhang,,,,A5077211930,F. Zhang,3879
14203,1091613,F Zhang,,,,A5056117343,F Zhang,3879
14309,1091745,F. Zhang,,,,A5023018388,F. Zhang,3879
14490,1091947,F. Zhang,,,,A5036819654,F. Zhang,3879
14932,1092425,F. Zhang,,,,A5079376068,F. Zhang,3879
15163,1092656,F. Zhang,,,,A5053983246,F. Zhang,3879
15206,1092699,F. Zhang,,,,A5055207524,F. Zhang,3879
15243,1092732,F. Zhang,,,,A5016821239,F. Zhang,3879
15558,1093074,F. Zhang,,,,A5056572926,F. Zhang,3879
15684,1093200,F. Zhang,,,,A5046546880,F. Zhang,3879
15904,1093674,F. Zhang,,,,A5085460732,F. Zhang,3879
16020,1093798,F. Zhang,,,,A5023347734,F. Zhang,3879
16100,1093878,F. Zhang,,,,A5057873923,F. Zhang,3879
16252,1094088,F. Zhang,,,,A5073252767,F. Zhang,3879
16465,1094301,F. Zhang,,,,A5034727350,F. Zhang,3879
16753,1094723,F. Zhang,,,,A5023434204,F. Zhang,3879
16829,1094799,F. Zhang,,,,A5035226225,F. Zhang,3879
17114,1095113,F. Zhang,,,,A5076306889,F. Zhang,3879
17124,1095123,F. Zhang,,,,A5003255832,F. Zhang,3879
17239,1095238,F. Zhang,,,,A5076737697,F. Zhang,3879
17318,1095317,F. Zhang,,,,A5075365915,F. Zhang,3879
17356,1095355,F. Zhang,,,,A5025087354,F. Zhang,3879
17484,1095488,F. Zhang,,,,A5057498260,F. Zhang,3879
17561,1095565,F. Zhang,,,,A5076614338,F. Zhang,3879
17575,1095579,F. Zhang,,,,A5007094121,F. Zhang,3879
17659,1095663,F. Zhang,,,,A5026467514,F. Zhang,3879
18010,1096014,F. Zhang,,,,A5053389352,F. Zhang,3879
18073,1096080,F. Zhang,,,,A5065442202,F. Zhang,3879
18252,1096260,F. Zhang,,,,A5004540387,F. Zhang,3879
18354,1096362,F. Zhang,,,,A5078036406,F. Zhang,3879
18465,1096473,F. Zhang,,,,A5090198576,F. Zhang,3879
18505,1096515,F. Zhang,,,,A5016284016,F. Zhang,3879
18674,1096685,F. Zhang,,,,A5024997250,F. Zhang,3879
18805,1096816,F. Zhang,,,,A5016766593,F. Zhang,3879
18925,1096936,F. Zhang,,,,A5090733239,F. Zhang,3879
19296,1097311,F. Zhang,,,,A5065991361,F. Zhang,3879
19338,1097353,F. Zhang,,,,A5076933862,F. Zhang,3879
19444,1097459,F. Zhang,,,,A5071050047,F. Zhang,3879
19515,1097530,F. Zhang,,,,A5072377029,F. Zhang,3879
19583,1097617,F. Zhang,,,,A5074912480,F. Zhang,3879
19645,1097679,F. Zhang,,,,A5077153307,F. Zhang,3879
19835,1097869,F. Zhang,,,,A5062693556,F. Zhang,3879
19896,1097930,F. Zhang,,,,A5058410330,F. Zhang,3879
19938,1097972,F. Zhang,,,,A5044917981,F. Zhang,3879
19984,1098018,F. Zhang,,,,A5020718893,F. Zhang,3879
20133,1098172,F. Zhang,,,,A5064418451,F. Zhang,3879
20208,1098247,F. Zhang,,,,A5074607611,F. Zhang,3879
20254,1098293,F. Zhang,,,,A5036267992,F. Zhang,3879
20480,1098520,F. Zhang,,,,A5080656414,F. Zhang,3879
20523,1098563,F. Zhang,,,,A5065817489,F. Zhang,3879
20667,1098707,F. Zhang,,,,A5077699612,F. Zhang,3879
20680,1098720,F. Zhang,,,,A5011065796,F. Zhang,3879
20743,1098793,F. Zhang,,,,A5002222635,F. Zhang,3879
20812,1098862,F. Zhang,,,,A5013292927,F. Zhang,3879
20879,1098929,F. Zhang,,,,A5058086668,F. Zhang,3879
21014,1099067,F. Zhang,,,,A5000733076,F. Zhang,3879
21083,1099138,F. Zhang,,,,A5026687225,F. Zhang,3879
21258,1099313,F. Zhang,,,,A5059052183,F. Zhang,3879
21791,1099863,F. Zhang,,,,A5035941932,F. Zhang,3879
22251,1100328,F. Zhang,,,,A5070467645,F. Zhang,3879
22345,1100423,F. Zhang,,,,A5055479972,F. Zhang,3879
22492,1100582,F. Zhang,,,,A5037142064,F. Zhang,3879
22685,1100775,F. Zhang,,,,A5073870872,F. Zhang,3879
22739,1100829,F. Zhang,,,,A5031242033,F. Zhang,3879
22895,1100987,F. Zhang,,,,A5047590035,F. Zhang,3879
22951,1101043,F. Zhang,,,,A5047195802,F. Zhang,3879
23269,1101361,F. Zhang,,,,A5066316871,F. Zhang,3879
23293,1101385,F. Zhang,,,,A5017723115,F. Zhang,3879
23344,1101436,F. Zhang,,,,A5012186147,F. Zhang,3879
23434,1101535,F. Zhang,,,,A5051227408,F. Zhang,3879
23474,1101575,F. Zhang,,,,A5020787059,F. Zhang,3879
23555,1101658,F. Zhang,,,,A5060418708,F. Zhang,3879
23610,1101713,F. Zhang,,,,A5064299364,F. Zhang,3879
23667,1101770,F. Zhang,,,,A5032831101,F. Zhang,3879
23783,1101886,F. Zhang,,,,A5034756513,F. Zhang,3879
23801,1101904,F. Zhang,,,,A5006889739,F. Zhang,3879
23977,1104801,F. Zhang,,,,A5083068072,F. Zhang,3879
24022,1102128,F. Zhang,,,,A5058487231,F. Zhang,3879
24212,1102319,F. Zhang,,,,A5043730020,F. Zhang,3879
24451,1102580,F. Zhang,,,,A5007108698,F. Zhang,3879
24777,1102925,F. Zhang,,,,A5090043019,F. Zhang,3879
24955,1103103,F. Zhang,,,,A5083195554,F. Zhang,3879
24975,1103123,F. Zhang,,,,A5018982107,F. Zhang,3879
25058,1103207,F. Zhang,,,,A5053169140,F. Zhang,3879
25249,1103428,F. Zhang,,,,A5045292515,F. Zhang,3879
25379,1103558,F. Zhang,,,,A5020243308,F. Zhang,3879
25455,1103634,F. Zhang,,,,A5054274827,F. Zhang,3879
25533,1103712,F. Zhang,,,,A5089526140,F. Zhang,3879
25592,1103771,F. Zhang,,,,A5080146627,F. Zhang,3879
25854,1104033,F. Zhang,,,,A5073016021,F. Zhang,3879
25902,1104081,F. Zhang,,,,A5058007641,F. Zhang,3879
25926,1104105,F. Zhang,,,,A5027529012,F. Zhang,3879
26008,1104187,F. Zhang,,,,A5087540214,F. Zhang,3879
26066,1104245,F. Zhang,,,,A5088097062,F. Zhang,3879
26146,1104325,F. Zhang,,,,A5000349110,F. Zhang,3879
26229,1104408,F. Zhang,,,,A5038326325,F. Zhang,3879
26322,1104507,F. Zhang,,,,A5039597997,F. Zhang,3879
26496,1104681,F. Zhang,,,,A5059963514,F. Zhang,3879
26537,1104728,F. Zhang,,,,A5029241506,F. Zhang,3879
26660,1104851,F. Zhang,,,,A5065196081,F. Zhang,3879
26747,1104943,F. Zhang,,,,A5056402970,F. Zhang,3879
26855,1105051,F. Zhang,,,,A5034679120,F. Zhang,3879
26898,1105094,F. Zhang,,,,A5022205503,F. Zhang,3879
26951,1105147,F. Zhang,,,,A5011897324,F. Zhang,3879
27065,1105261,F. Zhang,,,,A5048671244,F. Zhang,3879
27471,1105667,F. Zhang,,,,A5037020642,F. Zhang,3879
