a,person_id,fio,orcid,researcherId,scopusId,openAlexId,alt_fios,cluster_id
172,1094216,H. Liu,,,,A5083090200,H. Liu,1
2494,1093204,H. Li,,,,A5060648451,H. Li,1
4224,1080368,H. Li,,,,A5031670438,H. Li,1
5967,1082111,H. Liu,,,,A5013724204,H. Liu,1
6422,1082566,H. Li,,,,A5060102997,H. Li; Han‐Ze Li,1
7170,1083314,H. Li,,,,A5074655361,H. Li,1
7250,1083394,H. Liu,,,,A5091082746,H. Liu,1
7264,1083408,H. Liu,,,,A5069755870,H. Liu,1
7308,1083452,H. Li,,,,A5046405742,H. Li; Han lin Li,1
9538,1086634,H Li,,,,A5005609655,H Li,1
10108,1087204,H Liu,,,,A5004167298,H Liu,1
10124,1087220,H Li,,,,A5008479291,H Li,1
10375,1087471,H. Li,,,,A5007701545,H. Li,1
10383,1087479,H. Liu,,,,A5012590412,H. Liu,1
10646,1087876,H. Liu,,,,A5011333747,H. Liu,1
10714,1087944,H. Li,,,,A5042278771,H. Li,1
10964,1088194,H. Li,,,,A5062480765,H. Li,1
11071,1088301,H. Li,,,,A5078442883,H. Li,1
11076,1088306,H. Liu,,,,A5083448454,H. Liu,1
11234,1088464,H. Li,,,,A5043324681,H. Li,1
11251,1088481,H. Liu,,,,A5056281158,H. Liu,1
11268,1088498,H. Li,,,,A5065305397,H. Li,1
11316,1088546,H. Li,,,,A5051141170,H. Li,1
11428,1088658,H Li,,,,A5062189695,H Li,1
11452,1088682,H Liu,,,,A5078139868,H Liu,1
11705,1088937,H. Li,,,,A5087082528,H. Li,1
11718,1088950,H. Li,,,,A5039365884,H. Li,1
11848,1089211,H Li,,,,A5029300946,H Li,1
12029,1089392,H. Li,,,,A5004076014,H. Li,1
12068,1089431,H. Liu,,,,A5074603071,H. Liu,1
12108,1089473,H. Liu,,,,A5038805841,H. Liu,1
12151,1089516,H. Li,,,,A5016296099,H. Li,1
12197,1089562,H. Liu,,,,A5050038028,H. Liu,1
12318,1089683,H. Li,,,,A5050298445,H. Li,1
12400,1089765,H. Liu,,,,A5035127379,H. Liu,1
12410,1089775,H. Li,,,,A5041248536,H. Li,1
12470,1089835,H. Li,,,,A5009335865,H. Li,1
12695,1090060,H. Liu,,,,A5024171558,H. Liu,1
12771,1090136,H. Li,,,,A5091024500,H. Li,1
12788,1090153,H Liu,,,,A5014825939,H Liu,1
12905,1090270,H Li,,,,A5078035166,H Li,1
12943,1090308,H Li,,,,A5029088714,H Li,1
12959,1090324,H Liu,,,,A5040610065,H Liu,1
13102,1090475,H. Li,,,,A5085470953,H. Li,1
13128,1090501,H Liu,,,,A5050860992,H Liu,1
13187,1090560,H. Liu,,,,A5055275272,H. Liu,1
13188,1090561,H. Li,,,,A5061576788,H. Li,1
13211,1090584,H. Li,,,,A5029575757,H. Li,1
13357,1090730,H. Li,,,,A5084680106,H. Li,1
13418,1090791,H. Li,,,,A5013938211,H. Li,1
13660,1091033,H. Liu,,,,A5087421502,H. Liu,1
13728,1091101,H. Liu,,,,A5051255669,H. Liu,1
13763,1091136,H. Li,,,,A5084950997,H. Li,1
13795,1091168,H. Liu,,,,A5034903817,H. Liu,1
13818,1091191,H. Li,,,,A5071978876,H. Li,1
13901,1091298,H Li,,,,A5042583442,H Li,1
13950,1091347,H. Li,,,,A5062978230,H. Li,1
14000,1091397,H. Li,,,,A5071873603,H. Li,1
14108,1091505,H Liu,,,,A5079731539,H Liu,1
14328,1091764,H. Li,,,,A5058690798,H. Li,1
14504,1091961,H. Li,,,,A5057865426,H. Li,1
14544,1092001,H. Liu,,,,A5016725302,H. Liu,1
14564,1092021,H. Li,,,,A5053951965,H. Li,1
14938,1092431,H. Li,,,,A5085923252,H. Li,1
14958,1092451,H. Li,,,,A5017137207,H. Li,1
15044,1092537,H. Li,,,,A5018860989,H. Li,1
15070,1092563,H. Liu,,,,A5055385354,H. Liu,1
15113,1092606,H. Liu,,,,A5040038369,H. Liu,1
15129,1092622,H. Li,,,,A5071138532,H. Li,1
15139,1092632,H. Li,,,,A5002112245,H. Li,1
15192,1092685,H. Li,,,,A5040909310,H. Li,1
15277,1092770,H. Li,,,,A5082352759,H. Li,1
15479,1092995,H. Li,,,,A5023205734,H. Li,1
15492,1093008,H. Liu,,,,A5011011827,H. Liu,1
15524,1093040,H. Liu,,,,A5011900603,H. Liu,1
15566,1093082,H. Li,,,,A5069292681,H. Li,1
15568,1093084,H. Liu,,,,A5071466747,H. Liu,1
15649,1093165,H. Liu,,,,A5005966377,H. Liu,1
15810,1093580,H. Liu,,,,A5006799185,H. Liu,1
15815,1093585,H. Li,,,,A5018324059,H. Li,1
15850,1093620,H. Li,,,,A5000782507,H. Li,1
15931,1093709,H. Li,,,,A5056389745,H. Li,1
16013,1093791,H. Liu,,,,A5011460340,H. Liu,1
16031,1093809,H. Liu,,,,A5039775118,H. Liu,1
16034,1093812,H. Li,,,,A5042853700,H. Li,1
16114,1093892,H. Li,,,,A5076081746,H. Li,1
16154,1093990,H. Li,,,,A5013324777,H. Li,1
16174,1094010,H. Liu,,,,A5057959309,H. Liu,1
16203,1094039,H. Li,,,,A5002548050,H. Li,1
16215,1094051,H. Li,,,,A5003730241,H. Li,1
16275,1094111,H. Li,,,,A5053261279,H. Li,1
16290,1094126,H. Li,,,,A5003527285,H. Li,1
16404,1094240,H. Li,,,,A5084512641,H. Li,1
16462,1094298,H. Liu,,,,A5022725151,H. Liu,1
16487,1094323,H. Li,,,,A5068299381,H. Li,1
16641,1094506,H. Li,,,,A5066385421,H. Li,1
16683,1094653,H. Liu,,,,A5042387833,H. Liu,1
16701,1094671,H. Li,,,,A5081648568,H. Li,1
16717,1094687,H. Li,,,,A5036740703,H. Li,1
16738,1094708,H. Li,,,,A5072490032,H. Li,1
16747,1094717,H. Li,,,,A5012034575,H. Li,1
16788,1094758,H. Li,,,,A5014781329,H. Li,1
16833,1094803,H. Li,,,,A5042490017,H. Li,1
17050,1095049,H. Li,,,,A5076359539,H. Li,1
17087,1095086,H. Liu,,,,A5043224006,H. Liu,1
17120,1095119,H. Li,,,,A5087758912,H. Li,1
17168,1095167,H. Liu,,,,A5068991065,H. Liu,1
17205,1095204,H. Liu,,,,A5031002543,H. Liu,1
17220,1095219,H. Li,,,,A5055458348,H. Li,1
17294,1095293,H. Liu,,,,A5052551013,H. Liu,1
17305,1095304,H. Li,,,,A5060553801,H. Li,1
17345,1095344,H. Li,,,,A5010957907,H. Li,1
17381,1095380,H. Liu,,,,A5062363251,H. Liu,1
17492,1095496,H. Liu,,,,A5069180207,H. Liu,1
17532,1095536,H. Liu,,,,A5032596566,H. Liu,1
17534,1095538,H. Li,,,,A5033179546,H. Li,1
17567,1095571,H. Liu,,,,A5085242012,H. Liu,1
17572,1095576,H. Liu,,,,A5003603268,H. Liu,1
17624,1095628,H. Li,,,,A5069311803,H. Li,1
17657,1095661,H. Liu,,,,A5025298870,H. Liu,1
17784,1095788,H. Liu,,,,A5091853167,H. Liu,1
17793,1095797,H. Li,,,,A5006368191,H. Li,1
17815,1095819,H. Li,,,,A5026179140,H. Li,1
17901,1095905,H. Liu,,,,A5088627372,H. Liu,1
17904,1095908,H. Li,,,,A5049492478,H. Li,1
18018,1096022,H. Li,,,,A5064813039,H. Li,1
18022,1096026,H. Liu,,,,A5071761041,H. Liu,1
18027,1096031,H. Liu,,,,A5083603621,H. Liu,1
18044,1096051,H. Li,,,,A5012621966,H. Li,1
18099,1096107,H. Li,,,,A5013616114,H. Li,1
18181,1096189,H. Li,,,,A5027766894,H. Li,1
18225,1096233,H. Li,,,,A5089154043,H. Li,1
18302,1096310,H. Liu,,,,A5009682000,H. Liu,1
18318,1096326,H. Li,,,,A5028408462,H. Li,1
18348,1096356,H. Li,,,,A5070211783,H. Li,1
18396,1096404,H. Li,,,,A5057750652,H. Li,1
18445,1096453,H. Li,,,,A5045012452,H. Li,1
18520,1096530,H. Li,,,,A5042992583,H. Li,1
18569,1096579,H. Liu,,,,A5005499405,H. Liu,1
18641,1096651,H. Li,,,,A5050587569,H. Li,1
18655,1096665,H. Liu,,,,A5075041195,H. Liu,1
18668,1096679,H. Li,,,,A5008126824,H. Li,1
18678,1096689,H. Liu,,,,A5028748624,H. Liu,1
18721,1096732,H. Li,,,,A5072103158,H. Li,1
18733,1096744,H. Li,,,,A5013362794,H. Li,1
18755,1096766,H. Liu,,,,A5039331464,H. Liu,1
18818,1096829,H. Liu,,,,A5031182489,H. Liu,1
18895,1096906,H. Liu,,,,A5053083216,H. Liu,1
18907,1096918,H. Li,,,,A5068204892,H. Li,1
18917,1096928,H. Li,,,,A5081983108,H. Li,1
19007,1097018,H. Li,0000-0002-2459-9068,,,A5072748723,H. Li,1
19118,1097133,H. Li,,,,A5089618236,H. Li,1
19124,1097139,H. Liu,,,,A5004012301,H. Liu,1
19127,1097142,H. Li,,,,A5011201698,H. Li,1
19242,1097257,H. Li,,,,A5059360296,H. Li,1
19266,1097281,H. Liu,,,,A5022151355,H. Liu,1
19290,1097305,H. Liu,,,,A5055101454,H. Liu,1
19312,1097327,H. Li,,,,A5091059812,H. Li,1
19353,1097368,H. Liu,,,,A5011225639,H. Liu,1
19365,1097378,H. Li,,,,A5031011122,H. Li,1
19501,1097516,H. Liu,,,,A5053868227,H. Liu,1
19561,1097595,H. Liu,,,,A5050342012,H. Liu,1
19669,1097703,H. Li,,,,A5041803384,H. Li,1
19693,1097727,H. Li,0009-0003-1487-5940,,,A5034479324,H. Li,1
19717,1097751,H. Li,,,,A5063386738,H. Li,1
19774,1097808,H. Li,,,,A5057310628,H. Li,1
19794,1097828,H. Li,,,,A5075745101,H. Li,1
19825,1097859,H. Li,,,,A5033632937,H. Li,1
19834,1097868,H. Liu,,,,A5062468395,H. Liu,1
19906,1097940,H. Li,,,,A5077377480,H. Li,1
19909,1097943,H. Liu,,,,A5085000682,H. Liu,1
19944,1097978,H. Liu,,,,A5056268362,H. Liu,1
19950,1097984,H. Li,,,,A5073249797,H. Li,1
19972,1098006,H. Li,,,,A5007883499,H. Li,1
19981,1098015,H. Liu,,,,A5017525906,H. Liu,1
20005,1098039,H. Liu,,,,A5055528717,H. Liu,1
20037,1098071,H. Liu,,,,A5018583717,H. Liu,1
20060,1098094,H. Li,,,,A5049968321,H. Li,1
20111,1098150,H. Liu,,,,A5036524267,H. Liu,1
20195,1098234,H. Liu,,,,A5059272177,H. Liu,1
20200,1098239,H. Li,,,,A5065667414,H. Li,1
20325,1098364,H. Li,,,,A5034402005,H. Li,1
20364,1098403,H. Li,,,,A5079259492,H. Li,1
20376,1098416,H. Li,,,,A5035493877,H. Li,1
20395,1098435,H. Li,,,,A5087346309,H. Li,1
20448,1098488,H. Liu,,,,A5035805232,H. Liu,1
20457,1098497,H. Liu,,,,A5052099626,H. Liu,1
20493,1098533,H. Liu,,,,A5008106157,H. Liu,1
20512,1098552,H. Liu,,,,A5041514048,H. Liu,1
20544,1098584,H. Li,,,,A5087956546,H. Li,1
20679,1098719,H. Li,,,,A5010894969,H. Li,1
20707,1098747,H. Liu,,,,A5064864323,H. Liu,1
20717,1098757,H. Liu,,,,A5085866952,H. Liu,1
20746,1098796,H. Liu,,,,A5005582682,H. Liu,1
20764,1098814,H. Li,,,,A5038314695,H. Li,1
20785,1098835,H. Liu,,,,A5068436454,H. Liu,1
20820,1098870,H. Liu,,,,A5020292663,H. Liu,1
20823,1098873,H. Li,,,,A5020745793,H. Li,1
20899,1098949,H. Li,,,,A5071361220,H. Li,1
20912,1098962,H. Liu,,,,A5076556291,H. Liu,1
20932,1098982,H. Liu,,,,A5084168321,H. Liu,1
20999,1099052,H. Liu,,,,A5068657774,H. Liu,1
21018,1099071,H. Liu,,,,A5007497315,H. Liu,1
21028,1099081,H. Li,,,,A5023295291,H. Li,1
21085,1099140,H. Liu,,,,A5029486232,H. Liu,1
21114,1099169,H. Li,,,,A5069438788,H. Li,1
21144,1099199,H. Liu,,,,A5005965070,H. Liu,1
21150,1099205,H. Li,,,,A5012052792,H. Li,1
21152,1099207,H. Li,,,,A5013757867,H. Li,1
21256,1099311,H. Li,,,,A5055556720,H. Li,1
21276,1099331,H. Li,,,,A5083284510,H. Li,1
21325,1099378,H. Li,,,,A5044339910,H. Li,1
21359,1099414,H. Li,,,,A5090499294,H. Li,1
21400,1099472,H. Li,,,,A5022210688,H. Li,1
21410,1099482,H. Liu,,,,A5030690168,H. Liu,1
21442,1099514,H. Li,,,,A5064524468,H. Li,1
21495,1099567,H. Li,,,,A5013038564,H. Li,1
21842,1099914,H. Liu,,,,A5072661797,H. Liu,1
21877,1099949,H. Li,,,,A5089023424,H. Li,1
22030,1100107,H. Li,,,,A5058339137,H. Li,1
22139,1100216,H. Li,,,,A5022309234,H. Li,1
22228,1100305,H. Li,,,,A5019262490,H. Li,1
22283,1100360,H. Li,,,,A5038500968,H. Li,1
22301,1100378,H. Liu,,,,A5085173272,H. Liu,1
22328,1100406,H. Li,,,,A5027499404,H. Li,1
22352,1100430,H. Liu,,,,A5069929174,H. Liu,1
22370,1100458,H. Liu,,,,A5026966932,H. Liu,1
22410,1100498,H. Li,,,,A5066747274,H. Li,1
22442,1100530,H. Li,,,,A5051557228,H. Li,1
22513,1100603,H. Li,,,,A5083085728,H. Li,1
22560,1100650,H. Li,,,,A5048942782,H. Li,1
22616,1100706,H. Liu,,,,A5036415521,H. Liu,1
22626,1100716,H. Li,,,,A5065888667,H. Li,1
22645,1100735,H. Liu,,,,A5013753895,H. Liu,1
22668,1100758,H. Li,,,,A5044418858,H. Li,1
22694,1100784,H. Liu,,,,A5084543690,H. Liu,1
22718,1100808,H. Liu,,,,A5005032076,H. Liu,1
22721,1100811,H. Liu,,,,A5006818098,H. Liu,1
22728,1100818,H. Li,,,,A5014723655,H. Li,1
22828,1100920,H. Li,,,,A5066605842,H. Li,1
22843,1100935,H. Li,,,,A5087745915,H. Li,1
22887,1100979,H. Li,,,,A5025843164,H. Li,1
22932,1101024,H. Liu,,,,A5023421696,H. Liu,1
22965,1101057,H. Li,,,,A5075317614,H. Li,1
22993,1101085,H. Li,,,,A5074624866,H. Li,1
23014,1101106,H. Li,,,,A5042877660,H. Li,1
23043,1101135,H. Li,,,,A5018451458,H. Li,1
23080,1101172,H. Li,,,,A5000862596,H. Li,1
23129,1101221,H. Liu,,,,A5048459702,H. Liu,1
23192,1101284,H. Li,,,,A5039253826,H. Li,1
23204,1101296,H. Li,,,,A5036872377,H. Li,1
23233,1101325,H. Liu,,,,A5077443571,H. Liu,1
23239,1101331,H. Li,,,,A5009018408,H. Li,1
23248,1101340,H. Liu,,,,A5031819619,H. Liu,1
23305,1101397,H. Liu,,,,A5041999096,H. Liu,1
23333,1101425,H. Li,,,,A5071781190,H. Li,1
23341,1101433,H. Liu,,,,A5089669592,H. Liu,1
23376,1101468,H. Li,,,,A5089938785,H. Li,1
23389,1101484,H. Li,,,,A5060312932,H. Li,1
23411,1101512,H. Li,,,,A5006837404,H. Li,1
23417,1101518,H. Liu,,,,A5031315147,H. Liu,1
23479,1101580,H. Li,,,,A5030205694,H. Li,1
23483,1101584,H. Liu,,,,A5031872047,H. Liu,1
23495,1101596,H. Liu,,,,A5052676234,H. Liu,1
23516,1101619,H. Liu,,,,A5002772991,H. Liu,1
23528,1101631,H. Li,,,,A5017144311,H. Li,1
23530,1101633,H. Liu,,,,A5018873535,H. Liu,1
23579,1101682,H. Liu,,,,A5007377438,H. Liu,1
23599,1101702,H. Liu,,,,A5055401796,H. Liu,1
23641,1101744,H. Li,,,,A5075681396,H. Li,1
23644,1101747,H. Li,,,,A5002604193,H. Li,1
23649,1101752,H. Liu,,,,A5011729701,H. Liu,1
23672,1101775,H. Liu,,,,A5045407500,H. Liu,1
23723,1101826,H. Li,,,,A5013428579,H. Li,1
23749,1101852,H. Li,,,,A5046228730,H. Li,1
23822,1101925,H. Li,,,,A5053065630,H. Li,1
23872,1101975,H. Li,,,,A5036314773,H. Li,1
23874,1101977,H. Liu,,,,A5037300498,H. Liu,1
23911,1102017,H. Li,,,,A5000493864,H. Li,1
23972,1102078,H. Li,,,,A5083488179,H. Li,1
23980,1102086,H. Li,,,,A5008902724,H. Li,1
23981,1102087,H. Li,,,,A5009403119,H. Li,1
24003,1102109,H. Liu,,,,A5041704205,H. Liu,1
24078,1102184,H. Li,,,,A5048006047,H. Li,1
24103,1102209,H. Liu,,,,A5083891938,H. Liu,1
24120,1102226,H. Liu,,,,A5007972008,H. Liu,1
24126,1102232,H. Li,,,,A5016423493,H. Li,1
24192,1102299,H. Li,,,,A5018881217,H. Li,1
24256,1102363,H. Liu,,,,A5076862921,H. Liu,1
24316,1102423,H. Li,,,,A5066551123,H. Li,1
24374,1102481,H. Li,,,,A5074089717,H. Li,1
24388,1102500,H. Li,,,,A5038721262,H. Li,1
24407,1102519,H. Liu,,,,A5076292879,H. Liu,1
24474,1102603,H. Li,,,,A5051083404,H. Li,1
24520,1102649,H. Li,,,,A5026072145,H. Li,1
24548,1102677,H. Liu,,,,A5083744308,H. Liu,1
24613,1102757,H. Li,,,,A5000400845,H. Li,1
24662,1102810,H. Liu,,,,A5025363419,H. Liu,1
24685,1102833,H. Li,,,,A5084390120,H. Li,1
24728,1102876,H. Li,,,,A5038479292,H. Li; Hung‐Ming Li,1
24755,1102903,H. Li,,,,A5050291161,H. Li,1
24782,1102930,H. Li,,,,A5042557130,H. Li,1
24796,1102944,H. Li,,,,A5019784551,H. Li,1
24827,1102975,H. Liu,,,,A5083351780,H. Liu,1
24857,1103005,H. Li,,,,A5061646386,H. Li,1
24884,1103032,H. Li,,,,A5037360222,H. Li,1
24904,1103052,H. Liu,,,,A5084101269,H. Liu,1
24933,1103081,H. Li,,,,A5041773560,H. Li,1
24957,1103105,H. Liu,,,,A5086806053,H. Liu,1
24992,1103140,H. Li,,,,A5064214096,H. Li,1
25017,1103166,H. Li,,,,A5008620572,H. Li,1
25067,1103216,H. Li,,,,A5071883903,H. Li,1
25106,1103282,H. Li,,,,A5085419183,H. Li,1
25120,1103299,H. Li,,,,A5027927934,H. Li,1
25126,1103305,H. Liu,,,,A5044037464,H. Liu,1
25151,1103330,H. Li,,,,A5010292812,H. Li,1
25168,1103347,H. Liu,,,,A5024072217,H. Liu,1
25205,1103384,H. Li,,,,A5067695169,H. Li,1
25327,1103506,H. Li,,,,A5035844381,H. Li,1
25362,1103541,H. Li,,,,A5085465738,H. Li,1
25407,1103586,H. Li,,,,A5069756225,H. Li,1
25420,1103599,H. Liu,,,,A5086802947,H. Liu,1
25423,1103602,H. Liu,,,,A5090710727,H. Liu,1
25456,1103635,H. Li,,,,A5054970974,H. Li,1
25487,1103666,H. Liu,,,,A5015805864,H. Liu,1
25500,1103679,H. Li,,,,A5037089959,H. Li,1
25506,1103685,H. Liu,,,,A5048759016,H. Liu,1
25575,1103754,H. Li,,,,A5053538005,H. Li,1
25581,1103760,H. Liu,,,,A5065278362,H. Liu,1
25588,1103767,H. Liu,,,,A5074378278,H. Liu,1
25619,1103798,H. Li,,,,A5027329731,H. Li,1
25648,1103827,H. Liu,,,,A5084259587,H. Liu,1
25660,1103839,H. Li,,,,A5032960449,H. Li,1
25681,1103860,H. Li,,,,A5023599158,H. Li,1
25716,1103895,H. Li,,,,A5053659363,H. Li,1
25758,1103937,H. Li,,,,A5081945250,H. Li,1
25808,1103987,H. Li,,,,A5010778700,H. Li,1
25818,1103997,H. Li,,,,A5025397055,H. Li,1
25835,1104014,H. Liu,,,,A5046033354,H. Liu,1
25881,1104060,H. Liu,,,,A5020019717,H. Liu,1
25912,1104091,H. Li,,,,A5069108323,H. Li,1
25956,1104135,H. Li,,,,A5047622526,H. Li,1
25970,1104149,H. Li,,,,A5004995503,H. Li,1
25972,1104151,H. Liu,,,,A5010870564,H. Liu,1
25987,1104166,H. Liu,,,,A5046134451,H. Liu,1
26020,1104199,H. Liu,,,,A5009959073,H. Liu,1
26032,1104211,H. Liu,,,,A5025287956,H. Liu,1
26061,1104240,H. Li,,,,A5076545319,H. Li,1
26112,1104291,H. Liu,,,,A5040751007,H. Liu,1
26128,1104307,H. Li,,,,A5067647483,H. Li,1
26149,1104328,H. Liu,,,,A5005173004,H. Liu,1
26153,1104332,H. Li,,,,A5008869761,H. Li,1
26246,1104425,H. Li,,,,A5061513993,H. Li,1
26251,1104430,H. Liu,,,,A5068685764,H. Liu,1
26264,1104444,H. Li,,,,A5002616483,H. Li,1
26301,1104486,H. Li,,,,A5004659946,H. Li,1
26343,1104528,H. Liu,,,,A5069999471,H. Liu,1
26356,1104541,H. Liu,,,,A5087844287,H. Liu,1
26435,1104620,H. Li,,,,A5063833303,H. Li,1
26458,1104643,H. Li,,,,A5090893650,H. Li,1
26460,1104645,H. Li,,,,A5000713785,H. Li,1
26508,1104693,H. Liu,,,,A5079059858,H. Liu,1
26517,1104698,H. Liu,,,,A5086648444,H. Liu,1
26557,1104748,H. Li,,,,A5076622004,H. Li,1
26590,1104781,H. Liu,,,,A5038091232,H. Liu,1
26595,1104786,H. Li,,,,A5051022038,H. Li,1
26641,1104832,H. Li,,,,A5048770794,H. Li,1
26664,1104855,H. Liu,,,,A5076626531,H. Liu,1
26671,1104862,H. Liu,,,,A5090086513,H. Liu,1
26693,1104884,H. Liu,,,,A5054029058,H. Liu,1
26710,1104901,H. Li,,,,A5088017756,H. Li,1
26752,1104948,H. Li,,,,A5062528917,H. Li,1
26787,1104983,H. Li,,,,A5013635828,H. Li,1
26824,1105020,H. Li,,,,A5071598943,H. Li,1
26887,1105083,H. Li,,,,A5091060946,H. Li,1
26910,1105106,H. Liu,,,,A5044672529,H. Liu,1
26924,1105120,H. Li,,,,A5055638695,H. Li,1
26957,1105152,H. Li,,,,A5031773738,H. Li,1
26964,1105160,H. Liu,,,,A5051088237,H. Liu,1
26992,1105188,H. Liu,,,,A5000389276,H. Liu,1
27026,1105222,H. Li,,,,A5090803506,H. Li,1
27032,1105225,H. Li,,,,A5028271823,H. Li,1
27073,1105269,H. Li,,,,A5068330960,H. Li,1
27137,1105333,H. Li,,,,A5041224759,H. Li,1
27290,1105486,H. Li,,,,A5012994553,H. Li,1
27320,1105516,H. Li,,,,A5045837091,H. Li,1
27323,1105519,H. Liu,,,,A5047982283,H. Liu,1
27350,1105546,H. Liu,,,,A5002078796,H. Liu,1
27372,1105568,H. Li,,,,A5032862078,H. Li,1
27455,1105651,H. Li,,,,A5007848407,H. Li,1
27512,1105708,H. Liu,,,,A5016861210,H. Liu,1
27530,1105726,H. Li,,,,A5044792710,H. Li,1
27566,1105762,H. Li,,,,A5016857488,H. Li,1
27575,1105771,H. Liu,,,,A5026779715,H. Liu,1
27585,1105781,H. Liu,,,,A5040342721,H. Liu,1
27661,1105857,H. Li,,,,A5046950529,H. Li,1
27687,1105883,H. Liu,,,,A5087204987,H. Liu,1
27698,1105894,H. Li,,,,A5010268821,H. Li,1
27705,1105901,H. Li,,,,A5020942189,H. Li,1
27778,1105974,H. Liu,,,,A5037514047,H. Liu,1
27820,1106016,H. Li,,,,A5088364481,H. Li,1
27895,1106091,H. Li,,,,A5050253617,H. Li,1
27969,1106165,H. Li,,,,A5065023610,H. Li,1
28027,1106223,H. Liu,,,,A5014791904,H. Liu,1
28052,1106248,H. Liu,,,,A5060271558,H. Liu,1
28171,1106367,H. Li,,,,A5088239234,H. Li,1
28191,1106387,H. Li,,,,A5072944639,H. Li,1
28198,1106394,H. Liu,,,,A5082004056,H. Liu,1
28243,1106439,H. Liu,,,,A5001184638,H. Liu,1
28348,1106544,H. Li,,,,A5054520944,H. Li,1
28356,1106552,H. Liu,,,,A5072353188,H. Liu,1
28385,1106581,H. Li,,,,A5049181391,H. Li,1
28387,1106583,H. Liu,,,,A5052675037,H. Liu,1
28433,1106629,H. Liu,,,,A5056530147,H. Liu,1
28436,1106632,H. Li,,,,A5075220648,H. Li,1
28447,1106643,H. Li,,,,A5013181301,H. Li,1
28513,1106709,H. Li,,,,A5046250724,H. Li,1
28682,1106878,H. Li,,,,A5080323748,H. Li,1
28759,1106955,H. Liu,,,,A5071635963,H. Liu,1
28776,1106972,H. Li,,,,A5090170277,H. Li,1
28826,1107022,H. Li,,,,A5070130626,H. Li,1
28913,1107114,H. Li,,,,A5041447735,H. Li,1
28932,1107133,H. Liu,,,,A5077842643,H. Liu,1
28943,1107144,H. Li,,,,A5013203581,H. Li,1
28972,1107173,H. Liu,,,,A5086009751,H. Liu,1
29037,1107238,H. Liu,,,,A5085536941,H. Liu,1
29045,1107246,H. Li,0000-0002-1081-2032,,,A5004722146,H. Li; F. Li; Heng Li,1
29180,1107381,H. Li,,,,A5010074253,H. Li,1
29237,1107438,H. Li,,,,A5001441590,H. Li,1
29246,1107447,H. Liu,,,,A5020222873,H. Liu,1
29290,1107491,H. Li,,,,A5046439843,H. Li,1
29312,1107519,H. Li,,,,A5052162556,H. Li,1
29334,1107541,H. Li,,,,A5018436870,H. Li,1
29371,1107578,H. Li,,,,A5002177442,H. Li,1
29443,1107650,H. Li,,,,A5006047194,H. Li,1
29449,1107656,H. Liu,,,,A5022852130,H. Liu,1
29467,1107674,H. Liu,,,,A5054594340,H. Liu,1
29499,1107706,H. Li,,,,A5040509267,H. Li,1
29552,1107759,H. Liu,,,,A5038480806,H. Liu,1
29563,1107770,H. Li,,,,A5050408364,H. Li,1
29596,1107803,H. Li,,,,A5004248144,H. Li,1
29635,1107842,H. Liu,,,,A5083206389,H. Liu,1
29664,1107871,H. Liu,,,,A5052489303,H. Liu,1
29678,1107885,H. Liu,,,,A5074197447,H. Liu,1
29680,1107887,H. Li,,,,A5077762874,H. Li,1
29709,1107916,H. Li,,,,A5018133367,H. Li,1
29733,1107940,H. Liu,,,,A5067701427,H. Liu,1
29736,1107943,H. Liu,,,,A5079660867,H. Liu,1
29756,1107963,H. Li,,,,A5014849187,H. Li,1
29767,1107974,H. Li,,,,A5026370792,H. Li,1
29775,1107982,H. Liu,,,,A5038423797,H. Liu,1
29848,1108055,H. Liu,,,,A5043001991,H. Liu,1
29856,1108063,H. Li,,,,A5062005324,H. Li,1
29872,1108079,H. Liu,,,,A5084853719,H. Liu,1
29877,1108084,H. Li,,,,A5006760904,H. Li,1
29952,1108159,H. Li,,,,A5065488277,H. Li,1
29990,1108197,H. Li,,,,A5045292377,H. Li,1
29991,1108198,H. Liu,,,,A5055875250,H. Liu,1
30019,1108226,H. Li,,,,A5001172580,H. Li,1
30076,1108284,H. Li,,,,A5072649271,H. Li,1
30112,1108320,H. Li,,,,A5027575036,H. Li,1
30145,1108353,H. Liu,,,,A5077236502,H. Liu,1
30150,1108350,H. Li,,,,A5070297706,H. Li,1
30218,1108426,H. Li,,,,A5024937600,H. Li,1
30222,1108430,H. Liu,,,,A5033563501,H. Liu,1
30264,1108472,H. Li,,,,A5091586518,H. Li,1
30297,1108505,H. Li,,,,A5063876067,H. Li,1
30298,1108506,H. Liu,,,,A5064285265,H. Liu,1
30316,1108524,H. Liu,,,,A5009405789,H. Liu,1
30384,1108594,H. Li,,,,A5012051809,H. Li,1
30406,1080048,H. Liu,,,,A5019155843,H. Liu,1
30407,1108617,H. Liu,,,,A5065421700,H. Liu,1
30422,1108632,H. Liu,,,,A5001602926,H. Liu,1
30444,1108654,H. Li,,,,A5030244916,H. Li,1
30455,1108665,H. Liu,,,,A5053905998,H. Liu,1
30512,1108722,H. Liu,,,,A5032928582,H. Liu,1
30570,1108780,H. Li,,,,A5077671449,H. Li,1
30579,1108789,H. Liu,,,,A5089797291,H. Liu,1
30607,1108817,H. Li,,,,A5029647834,H. Li,1
30676,1108877,H. Li,,,,A5016904482,H. Li,1
30730,1108940,H. Li,,,,A5008216996,H. Li,1
30840,1109050,H. Liu,,,,A5015668690,H. Liu,1
30862,1109072,H. Liu,,,,A5054796679,H. Liu,1
