person1,person2,common_pubs
1029255,1023499,1
1029255,1022781,1
1029255,1021871,1
1029255,1023547,1
1029255,1017106,1
1029255,1022831,1
1029255,1022455,1
1029255,1022344,1
1029255,1021649,1
1029255,1023124,1
1029255,1021817,1
1029255,1022713,1
1029255,1022260,1
1029255,1021847,1
1029255,1022689,1
1029255,1021726,1
1029255,1022476,1
1029255,1022964,1
1029255,1021947,1
1029255,1021954,1
1029255,1023554,1
1029255,1023243,1
1029255,1024698,1
1029255,1022570,1
1029255,1022461,1
1029255,1023369,1
1029255,1022241,1
1029255,1023049,1
1029255,1022238,1
1029255,1023781,1
1029255,1022133,1
1029255,1022178,1
1029255,1023187,1
1029255,1023775,1
1029255,1022592,1
1029255,1022092,1
1029255,1022452,1
1029255,1023617,1
1029255,1023761,1
1029255,1022082,1
1029255,1021757,1
1029255,1022388,1
1029255,1023710,1
1029255,1023077,1
1029255,1021676,1
1029255,1023170,1
1029255,1022377,1
1029255,1022432,1
1029255,1022389,1
1029255,1021946,1
1029255,1021988,1
1029255,1021214,1
1029255,1021511,1
1029255,1023114,1
1029255,1023089,1
1029255,1022170,1
1029255,1022621,1
1029255,1022828,1
1029255,1022068,1
1029255,1023491,1
1029255,1023156,1
1029255,1021831,1
1029255,1021503,1
1029255,1022794,1
1029255,1022743,1
1029255,1021703,1
1029255,1024092,1
1029255,1029224,1
1029255,1021813,1
1029255,1022188,1
1029255,1024248,1
1029255,1022884,1
1029255,1022712,1
1029255,1023482,1
1029255,1022414,1
1029255,1022826,1
1029255,1022659,1
1029255,1024467,1
1029255,1022771,1
1029255,1022142,1
1029255,1021995,1
1029255,1022144,1
1029255,1022545,1
1029255,1022185,1
1029255,1026583,1
1029255,1023427,1
1029255,1023885,1
1029255,1023322,1
1029255,1022796,1
1029255,1022270,1
1029255,1022261,1
1029255,1022044,1
1029255,1022167,1
1029255,1022894,1
1029255,1022086,1
1029255,1021552,1
1029255,1022104,1
1029255,1022848,1
1029255,1023051,1
1029255,1021820,1
1029255,1022535,1
1029255,1022945,1
1029255,1023467,1
1029255,1022334,1
1029255,1021864,1
1029255,1023592,1
1029255,1021674,1
1029255,1022744,1
1029255,1021512,1
1029255,1021824,1
1029255,1023697,1
1029255,1022505,1
1029255,1022013,1
1029255,1023504,1
1029255,1023442,1
1029255,1023681,1
1029255,1023057,1
1029255,1023532,1
1029255,1027979,1
1029255,1022954,1
1029255,1023456,1
1029255,1023190,1
1029255,1023423,1
1029255,1023319,1
1029255,1021944,1
1029255,1022006,1
1029255,1022282,1
1029255,1023464,1
1029255,1022296,1
1029255,1022420,1
1029255,1023179,1
1029255,1023558,1
1029255,1005755,1
1029255,1021848,1
1029255,1022629,1
1029255,1024290,1
1029255,1021549,1
1029255,1023993,1
1029255,1023214,1
1029255,1021466,1
1029255,1023400,1
1029255,1023551,1
1029255,1023662,1
1029255,1023646,1
1029255,1022731,1
1029255,1023264,1
1029255,1021668,1
1029255,1022586,1
1029255,1023225,1
1029255,1029264,1
1029255,1022608,1
1029255,1022983,1
1029255,1021802,1
1029255,1023826,1
1029255,1023560,1
1029255,1022216,1
1029255,1022158,1
1029255,1022607,1
1029255,1022601,1
1029255,1023192,1
1029255,1023070,1
1029255,1021856,1
1029255,1023526,1
1029255,1022233,1
1029255,1022746,1
1029255,1022312,1
1029255,1023217,1
1029255,1021939,1
1029255,1023043,1
1029255,1022232,1
1029255,1023138,1
1029255,1022800,1
1029255,1021472,1
1029255,1023486,1
1029255,1023480,1
1029255,1023562,1
1029255,1023654,1
1029255,1024325,1
1029255,1022995,1
1029255,1022070,1
1029255,1021969,1
1029255,1023668,1
1029255,1023481,1
1029255,1021685,1
1029255,1022762,1
1029255,1021497,1
1029255,1022482,1
1029255,1021787,1
1029255,1023596,1
1029255,1021504,1
1029255,1022069,1
1029255,1023573,1
1029255,1021724,1
1029255,1022883,1
1029255,1022536,1
1029255,1022705,1
1029255,1023320,1
1029255,1021905,1
1029255,1021718,1
1029255,1022966,1
1029255,1023570,1
1029255,1021681,1
1029255,1022358,1
1029255,1021521,1
1029255,1023028,1
1029255,1022769,1
1029255,1021841,1
1029255,1023275,1
1029255,1023384,1
1029255,1023639,1
1029255,1023375,1
1029255,1029262,1
1029255,1023256,1
1029255,1021588,1
1029255,1027958,1
1029255,1021613,1
1029255,1022325,1
1029255,1022782,1
1029255,1022571,1
1029255,1023330,1
1029255,1022384,1
1029255,1021892,1
1029255,1022647,1
1029255,1022322,1
1029255,1023747,1
1029255,1023405,1
1029255,1022139,1
1029255,1023017,1
1029255,1021755,1
1029255,1021666,1
1029255,1023120,1
1029255,1021710,1
1029255,1022870,1
1029255,1025834,1
1029255,1022166,1
1029255,1022471,1
1029255,1022798,1
1029255,1023284,1
1029255,1021609,1
1029255,1023414,1
1029255,1022937,1
1029255,1022190,1
1029255,1005591,1
1029255,1023720,1
1029255,1023014,1
1029255,1024162,1
1029255,1022792,1
1029255,1023266,1
1029255,1022871,1
1029255,1021488,1
1029255,1022490,1
1029255,1023529,1
1029255,1021798,1
1029255,1022079,1
1029255,1022923,1
1029255,1023534,1
1029255,1022224,1
1029255,1022768,1
1029255,1023091,1
1029255,1022839,1
1029255,1021485,1
1029255,1024510,1
1029255,1023784,1
1029255,1023339,1
1029255,1027984,1
1029255,1021788,1
1029255,1021782,1
1029255,1022160,1
1029255,1021435,1
1029255,1022612,1
1029255,1023440,1
1029255,1023585,1
1029255,1021679,1
1029255,1023349,1
1029255,1023731,1
1029255,1023721,1
1029255,1023622,1
1029255,1023609,1
1029255,1021487,1
1029255,1021556,1
1029255,1022291,1
1029255,1021753,1
1029255,1024240,1
1029255,1022624,1
1029255,1021525,1
1029255,1023301,1
1029255,1023735,1
1029255,1005758,1
1029255,1021629,1
1029255,1021667,1
1029255,1023778,1
1029255,1022127,1
1029255,1021929,1
1029255,1022804,1
1029255,1021708,1
1029255,1023600,1
1029255,1022327,1
1029255,1022898,1
1029255,1022989,1
1029255,1023265,1
1029255,1022651,1
1029255,1023516,1
1029255,1021934,1
1029255,1021773,1
1029255,1023620,1
1029255,1023679,1
1029255,1021516,1
1029255,1022576,1
1029255,1022503,1
1029255,1023263,1
1029255,1022234,1
1029255,1023123,1
1029255,1022318,1
1029255,1023611,1
1029255,1023647,1
1029255,1022695,1
1029255,1022138,1
1029255,1024447,1
1029255,1023694,1
1029255,1021914,1
1029255,1022372,1
1029255,1022159,1
1029255,1022832,1
1029255,1023745,1
1029255,1022847,1
1029255,1023777,1
1029255,1021695,1
1029255,1022398,1
1029255,1023667,1
1029255,1024230,1
1029255,1023803,1
1029255,1022258,1
1029255,1022004,1
1029255,1021772,1
1029255,1022468,1
1029255,1022341,1
1029255,1021483,1
1029255,1022300,1
1029255,1023121,1
1029255,1021620,1
1029255,1022298,1
1029255,1023599,1
1029255,1022187,1
1029255,1023168,1
1029255,1021842,1
1029255,1021839,1
1029255,1023229,1
1029255,1022662,1
1029255,1022529,1
1029255,1023588,1
1029255,1022214,1
1029255,1022368,1
1029255,1027224,1
1029255,1022962,1
1029255,1023463,1
1029255,1023786,1
1029255,1021634,1
1029255,1023833,1
1029255,1021796,1
1029255,1022457,1
1029255,1021822,1
1029255,1021491,1
1029255,1021479,1
1029255,1021883,1
1029255,1021739,1
1029255,1021990,1
1029255,1023656,1
1029255,1023615,1
1029255,1023627,1
1029255,1023169,1
1029255,1022924,1
1029255,1022169,1
1029255,1021993,1
1029255,1022176,1
1029255,1022610,1
1029255,1021498,1
1029255,1027377,1
1029255,1023531,1
1029255,1022073,1
1029255,1023649,1
1029255,1023199,1
1029255,1022379,1
1029255,1022410,1
1029255,1021920,1
1029255,1021737,1
1029255,1026956,1
1029255,1023425,1
1029255,1021873,1
1029255,1024227,1
1029255,1022278,1
1029255,1023415,1
1029255,1023182,1
1029255,1021508,1
1029255,1027905,1
1029255,1022008,1
1029255,1023404,1
1029255,1022373,1
1029255,1022254,1
1029255,1022678,1
1029255,1023409,1
1029255,1021750,1
1029255,1023108,1
1029255,1021540,1
1029255,1021451,1
1029255,1022528,1
1029255,1021997,1
1029255,1023741,1
1029255,1024075,1
1029255,1023080,1
1029255,1023157,1
1029255,1021963,1
1029255,1023132,1
1029255,1024545,1
1029255,1022001,1
1029255,1022080,1
1029255,1023689,1
1029255,1023502,1
1029255,1022074,1
1029255,1023765,1
1029255,1028007,1
1029255,1023598,1
1029255,1022352,1
1029255,1022941,1
1029255,1024649,1
1029255,1029242,1
1029255,1021481,1
1029255,1022404,1
1029255,1022109,1
1029255,1022978,1
1029255,1023630,1
1029255,1022561,1
1029255,1022383,1
1029255,1023402,1
1029255,1023027,1
1029255,1022825,1
1029255,1023008,1
1029255,1022563,1
1029255,1021760,1
1029255,1023465,1
1029255,1021455,1
1029255,1023186,1
1029255,1023261,1
1029255,1022757,1
1029255,1024533,1
1029255,1021962,1
1029255,1022117,1
1029255,1021725,1
1029255,1021913,1
1029255,1022852,1
1029255,1023095,1
1029255,1023316,1
1029255,1022231,1
1029255,1022429,1
1029255,1022112,1
1029255,1021964,1
1029255,1023102,1
1029255,1022418,1
1029255,1023021,1
1029255,1023378,1
1029255,1022419,1
1029255,1023258,1
1029255,1022264,1
1029255,1021877,1
1029255,1023727,1
1029255,1023158,1
1029255,1023387,1
1029255,1021689,1
1029255,1022907,1
1029255,1021630,1
1029255,1022354,1
1029255,1022892,1
1029255,1022876,1
1029255,1023594,1
1029255,1022423,1
1029255,1021673,1
1029255,1022119,1
1029255,1022527,1
1029255,1022370,1
1029255,1022928,1
1029255,1022952,1
1029255,1022625,1
1029255,1021444,1
1029255,1023306,1
1029255,1021823,1
1029255,1023683,1
1029255,1022299,1
1029255,1029216,1
1029255,1023113,1
1029255,1024262,1
1029255,1021795,1
1029255,1021619,1
1029255,1022969,1
1029255,1022549,1
1029255,1024027,1
1029255,1023037,1
1029255,1023707,1
1029255,1023680,1
1029255,1023507,1
1029255,1021912,1
1029255,1022541,1
1029255,1023623,1
1029255,1022337,1
1029255,1022930,1
1029255,1022163,1
1029255,1027941,1
1029255,1022122,1
1029255,1022814,1
1029255,1021805,1
1029255,1023769,1
1029255,1023035,1
1029255,1023059,1
1029255,1023385,1
1029255,1023054,1
1029255,1022459,1
1029255,1023410,1
1029255,1022265,1
1029255,1023062,1
1029255,1021775,1
1029255,1023436,1
1029255,1028346,1
1029255,1021544,1
1029255,1023452,1
1029255,1023061,1
1029255,1026166,1
1029255,1023552,1
1029255,1022347,1
1029255,1022812,1
1029255,1023426,1
1029255,1017968,1
1029255,1022552,1
1029255,1022226,1
1029255,1023546,1
1029255,1023401,1
1029255,1022778,1
1029255,1023354,1
1029255,1021570,1
1029255,1023673,1
1029255,1023239,1
1029255,1023690,1
1029255,1021506,1
1029255,1022481,1
1029255,1022431,1
1029255,1022350,1
1029255,1023601,1
1029255,1021723,1
1029255,1021975,1
1029255,1022474,1
1029255,1021698,1
1029255,1022929,1
1029255,1022836,1
1029255,1022504,1
1029255,1022487,1
1029255,1021469,1
1029255,1023719,1
1029255,1021453,1
1029255,1024253,1
1029255,1021569,1
1029255,1022247,1
1029255,1023483,1
1029255,1022301,1
1029255,1023205,1
1029255,1022699,1
1029255,1021763,1
1029255,1022308,1
1029255,1022477,1
1029255,1021776,1
1029255,1021450,1
1029255,1023462,1
1029255,1023303,1
1029255,1021537,1
1029255,1021861,1
1029255,1021794,1
1029255,1022480,1
1029255,1023475,1
1029255,1022363,1
1029255,1022097,1
1029255,1023161,1
1029255,1005788,1
1029255,1023189,1
1029255,1023435,1
1029255,1024481,1
1029255,1021717,1
1029255,1024636,1
1029255,1021780,1
1029255,1022266,1
1029255,1021597,1
1029255,1021492,1
1029255,1021470,1
1029255,1023142,1
1029255,1023281,1
1029255,1021484,1
1029255,1023715,1
1029255,1021927,1
1029255,1021851,1
1029255,1021596,1
1029255,1021978,1
1029255,1022882,1
1029255,1023738,1
1029255,1024418,1
1029255,1023580,1
1029255,1023702,1
1029255,1023650,1
1029255,1021734,1
1029255,1022012,1
1029255,1021971,1
1029255,1023487,1
1029255,1021799,1
1029255,1023403,1
1029255,1022118,1
1029255,1023725,1
1029255,1022830,1
1029255,1022129,1
1029255,1023315,1
1029255,1022369,1
1029255,1021747,1
1029255,1021582,1
1029255,1021542,1
1029255,1023220,1
1029255,1022411,1
1029255,1021664,1
1029255,1021686,1
1029255,1022207,1
1029255,1022613,1
1029255,1022164,1
1029255,1023011,1
1029255,1023092,1
1029255,1022779,1
1029255,1026280,1
1029255,1021513,1
1029255,1026931,1
1029255,1022874,1
1029255,1023343,1
1029255,1022445,1
1029255,1021442,1
1029255,1021653,1
1029255,1023166,1
1029255,1023930,1
1029255,1021605,1
1029255,1022072,1
1029255,1023568,1
1029255,1023093,1
1029255,1022035,1
1029255,1023484,1
1029255,1022706,1
1029255,1022609,1
1029255,1023433,1
1029255,1023267,1
1029255,1021677,1
1029255,1022829,1
1029255,1022990,1
1029255,1024541,1
1029255,1024554,1
1029255,1022850,1
1029255,1021228,1
1029255,1022348,1
1029255,1021721,1
1029255,1021637,1
1029255,1021553,1
1029255,1022507,1
1029255,1023076,1
1029255,1022038,1
1029255,1023685,1
1029255,1022717,1
1029255,1022392,1
1029255,1022965,1
1029255,1021732,1
1029255,1023016,1
1029255,1023472,1
1029255,1023430,1
1029255,1023311,1
1029255,1021918,1
1029255,1022134,1
1029255,1021656,1
1029255,1024589,1
1029255,1023056,1
1029255,1022057,1
1029255,1022355,1
1029255,1021928,1
1029255,1023563,1
1029255,1022936,1
1029255,1022926,1
1029255,1023350,1
1029255,1023545,1
1029255,1021696,1
1029255,1021593,1
1029255,1021624,1
1029255,1022415,1
1029255,1023740,1
1029255,1022239,1
1029255,1022770,1
1029255,1022200,1
1029255,1022860,1
1029255,1021452,1
1029255,1023750,1
1029255,1021486,1
1029255,1021704,1
1029255,1021826,1
1029255,1023949,1
1029255,1023785,1
1029255,1022905,1
1029255,1023145,1
1029255,1022795,1
1029255,1021688,1
1029255,1023326,1
1029255,1021661,1
1029255,1022430,1
1029255,1023038,1
1029255,1023758,1
1029255,1021577,1
1029255,1023621,1
1029255,1022626,1
1029255,1023053,1
1029255,1022215,1
1029255,1022581,1
1029255,1023236,1
1029255,1024583,1
1029255,1027920,1
1029255,1021595,1
1029255,1021911,1
1029255,1022710,1
1029255,1021538,1
1029255,1022513,1
1029255,1021818,1
1029255,1022944,1
1029255,1023221,1
1029255,1023280,1
1029255,1022268,1
1029255,1021684,1
1029255,1023216,1
1029255,1022976,1
1029255,1022366,1
1029255,1022811,1
1029255,1025282,1
1029255,1023744,1
1029255,1023064,1
1029255,1023329,1
1029255,1023356,1
1029255,1024491,1
1029255,1021648,1
1029255,1023567,1
1029255,1022605,1
1029255,1022714,1
1029255,1021762,1
1029255,1021583,1
1029255,1021897,1
1029255,1023772,1
1029255,1022992,1
1029255,1023104,1
1029255,1022249,1
1029255,1023253,1
1029255,1023640,1
1029255,1021437,1
1029255,1022416,1
1029255,1022246,1
1029255,1023386,1
1029255,1022003,1
1029255,1023001,1
1029255,1027053,1
1029255,1022421,1
1029255,1021462,1
1029255,1024523,1
1029255,1023223,1
1029255,1021907,1
1029255,1022773,1
1029255,1022991,1
1029255,1023015,1
1029255,1004922,1
1029255,1022643,1
1029255,1022060,1
1029255,1022436,1
1029255,1021575,1
1029255,1023097,1
1029255,1022486,1
1029255,1023705,1
1029255,1023047,1
1029255,1022855,1
1029255,1022286,1
1029255,1022777,1
1029255,1023637,1
1029255,1021448,1
1029255,1022093,1
1029255,1023770,1
1029255,1021477,1
1029255,1021915,1
1029255,1023328,1
1029255,1023101,1
1029255,1022739,1
1029255,1024057,1
1029255,1022908,1
1029255,1027000,1
1029255,1024530,1
1029255,1023756,1
1029255,1022235,1
1029255,1022517,1
1029255,1022454,1
1029255,1027697,1
1029255,1022084,1
1029255,1023129,1
1029255,1022981,1
1029255,1024488,1
1029255,1023581,1
1029255,1023371,1
1029255,1024711,1
1029255,1021903,1
1029255,1025922,1
1029255,1027953,1
1029255,1022046,1
1029255,1023206,1
1029255,1022085,1
1029255,1022123,1
1029255,1021785,1
1029255,1029261,1
1029255,1022980,1
1029255,1022582,1
1029255,1025311,1
1029255,1022644,1
1029255,1021931,1
1029255,1022029,1
1029255,1023607,1
1029255,1022763,1
1029255,1023447,1
1029255,1022854,1
1029255,1022554,1
1029255,1023753,1
1029255,1021602,1
1029255,1023728,1
1029255,1023676,1
1029255,1023291,1
1029255,1021659,1
1029255,1024502,1
1029255,1022816,1
1029255,1023776,1
1029255,1023479,1
1029255,1023305,1
1029255,1022156,1
1029255,1022467,1
1029255,1022551,1
1029255,1023300,1
1029255,1026967,1
1029255,1022628,1
1029255,1022797,1
1029255,1022161,1
1029255,1022566,1
1029255,1022400,1
1029255,1022149,1
1029255,1024504,1
1029255,1022443,1
1029255,1023115,1
1029255,1024557,1
1029255,1022236,1
1029255,1022110,1
1029255,1022378,1
1029255,1022749,1
1029255,1029259,1
1029255,1025286,1
1029255,1023774,1
1029255,1025870,1
1029255,1023133,1
1029255,1023143,1
1029255,1022606,1
1029255,1024341,1
1029255,1022799,1
1029255,1023655,1
1029255,1022243,1
1029255,1022611,1
1029255,1023485,1
1029255,1022603,1
1029255,1022027,1
1029255,1021438,1
1029255,1021965,1
1029255,1022840,1
1029255,1023413,1
1029255,1022761,1
1029255,1022271,1
1029255,1022049,1
1029255,1023149,1
1029255,1023218,1
1029255,1022512,1
1029255,1022857,1
1029255,1022786,1
1029255,1022654,1
1029255,1023762,1
1029255,1016134,1
1029255,1028006,1
1029255,1029254,1
1029255,1023628,1
1029255,1024551,1
1029255,1021936,1
1029255,1021714,1
1029255,1022656,1
1029255,1022433,1
1029255,1022099,1
1029255,1022219,1
1029255,1022864,1
1029255,1021834,1
1029255,1021594,1
1029255,1022115,1
1029255,1023755,1
1029255,1024446,1
1029255,1025299,1
1029255,1022920,1
1029255,1022733,1
1029255,1022460,1
1029255,1022165,1
1029255,1021904,1
1029255,1022677,1
1029255,1022565,1
1029255,1023327,1
1029255,1021645,1
1029255,1023268,1
1029255,1022329,1
1029255,1022240,1
1029255,1022622,1
1029255,1022146,1
1029255,1028039,1
1029255,1021571,1
1029255,1023478,1
1029255,1023074,1
1029255,1022039,1
1029255,1023277,1
1029255,1025291,1
1029255,1021606,1
1029255,1021635,1
1029255,1029215,1
1029255,1023590,1
1029255,1024699,1
1029255,1023509,1
1029255,1021797,1
1029255,1024595,1
1029255,1022351,1
1029255,1023200,1
1029255,1027974,1
1029255,1026957,1
1029255,1022751,1
1029255,1022280,1
1029255,1023443,1
1029255,1023048,1
1029255,1022191,1
1029255,1023072,1
1029255,1029228,1
1029255,1023614,1
1029255,1024312,1
1029255,1023619,1
1029255,1023664,1
1029255,1023338,1
1029255,1023178,1
1029255,1024602,1
1029255,1022948,1
1029255,1022533,1
1029255,1021970,1
1029255,1022424,1
1029255,1025879,1
1029255,1022661,1
1029255,1023154,1
1029255,1028913,1
1029255,1024362,1
1029255,1022136,1
1029255,1021568,1
1029255,1027129,1
1029255,1022230,1
1029255,1024093,1
1029255,1022697,1
1029255,1021493,1
1029255,1022066,1
1029255,1029227,1
1029255,1029252,1
1029255,1022343,1
1029255,1022550,1
1029255,1024593,1
1029255,1029249,1
1029255,1023709,1
1029255,1029256,1
1029255,1023787,1
1029255,1021893,1
1029255,1026911,1
1029255,1026789,1
1029255,1024718,1
1029255,1022448,1
1029255,1021854,1
1029255,1029213,1
1029255,1017967,1
1029255,1021956,1
1029255,1022913,1
1029255,1029186,1
1029255,1024693,1
1029255,1022909,1
1029255,1029257,1
1029255,1023779,1
1029255,1027027,1
1029255,1025314,1
1029255,1025768,1
1029255,1023348,1
1029255,1028864,1
1029255,1027990,1
1029255,1029253,1
1029255,1027579,1
1029255,1029197,1
1029255,1029263,1
1029255,1029250,1
1029255,1029258,1
1029255,1029251,1
1029255,1029260,1
1029255,1025271,1
1029255,1028861,1
1030351,1030352,1
1030351,1030355,1
1030351,1030354,1
1030351,1030347,1
1030351,1030349,1
1030351,1005740,1
1030351,1030357,1
1030351,1020369,1
1030351,1030358,1
1030351,1030348,1
1030351,1030359,1
1030351,1030353,1
1030351,1030350,1
1030351,1030345,1
1030351,1030346,1
1030351,1030356,1
772,1602,3
772,9466,1
772,44,17
772,2612,1
772,5,2
772,703,5
772,527,7
772,2266,2
772,9259,1
772,2461,2
772,8714,1
772,7670,1
772,5703,1
772,1567,2
772,2745,2
772,2877,2
772,8040,1
772,4007,1
772,567,1
772,9467,1
772,1787,1
772,4352,1
772,1548,1
772,3957,1
772,6357,1
856,33,9
378,85,1
378,30,3
378,605,1
229,1599,1
229,18,13
229,137,8
229,5145,1
229,3988,2
229,251,16
229,3675,2
229,7729,1
229,4907,1
229,224,13
229,286,9
229,6232,2
229,1434,7
229,4982,1
229,4672,2
229,6664,1
229,3409,2
229,4066,2
229,3871,2
229,13,4
229,5051,1
229,2683,3
229,1175,4
229,3793,2
229,2783,3
229,1062,3
229,5054,1
229,4607,2
229,698,4
229,4445,2
229,7617,1
229,2865,3
229,4033,2
229,7933,1
229,4796,1
229,5708,1
229,5450,1
229,686,2
229,5223,1
229,105,2
229,465,2
229,4656,2
229,6370,1
229,242,1
229,202,1
229,392,1
229,7741,1
229,1422,1
229,951,1
229,1650,1
229,4731,1
229,8338,1
229,9435,1
229,5106,1
229,7196,1
1005076,1004112,1
1005076,1004195,1
1005076,1004134,1
1005076,1005049,1
1005076,1005079,1
1005076,1005099,1
1005076,1005086,1
1005076,1005133,1
1005076,1004121,1
1005076,1004208,1
1005076,1004110,1
1005076,1005117,1
1005076,1005127,1
1005076,1005058,1
1005076,1004224,1
1005076,1004120,1
1005076,1005137,1
1005076,1005132,1
1005076,1005093,1
1005076,1004130,1
1005076,1005091,1
1005076,1004227,1
1005076,1004087,1
1005076,1004111,1
1005076,1005103,1
1005076,1004217,1
1005076,1005088,1
1005076,1005125,1
1005076,1004188,1
1005076,1005128,1
1005076,1004184,1
1005076,1004156,1
1005076,1005135,1
1005076,1004160,1
1005076,1005145,1
1005076,1005111,1
1005076,1005142,1
1005076,1005096,1
1005076,1004107,1
1005076,1004173,1
1005076,1005100,1
1005076,1005139,1
1005076,1004176,1
1005076,1005158,1
1005076,1004131,1
1005076,1005101,1
1005076,1004196,1
1005076,1004118,1
1005076,1004102,1
1005076,1004185,1
1005076,1005114,1
1005076,1004119,1
1005076,1005120,1
1005076,1004172,1
1005076,1004148,1
1005076,1005062,1
1005076,1004169,1
1005076,1004187,1
1005076,1005094,1
1005076,1005052,1
1005076,1005057,1
1005076,1005056,1
1005076,1005123,1
1005076,1004122,1
1005076,1004212,1
1005076,1005081,1
1005076,1005070,1
1005076,1005106,1
1005076,1004146,1
1005076,1004166,1
1005076,1005118,1
1005076,1004117,1
1005076,1005098,1
1005076,1003171,1
1005076,1005074,1
1005076,1005084,1
1005076,1004186,1
1005076,1004103,1
1005076,1004145,1
1005076,1005136,1
1005076,1005110,1
1005076,1004124,1
1005076,1005108,1
1005076,1004154,1
1005076,1005150,1
1005076,1004223,1
1005076,1004167,1
1005076,1005138,1
1005076,1004104,1
1005076,1005102,1
1005076,1005109,1
1005076,1004197,1
1005076,1005042,1
1005076,1004225,1
1005076,1005032,1
1005076,1004219,1
1005076,1004159,1
1005076,1005119,1
1005076,1005051,1
1005076,1004125,1
1005076,1004192,1
1005076,1003582,1
1005076,1005126,1
1005076,1004138,1
1005076,1005146,1
1005076,1005115,1
1005076,1005097,1
1005076,1005144,1
1005076,1005156,1
1005076,1004142,1
1005076,1004149,1
1005076,1005121,1
1005076,1004218,1
1005076,1004116,1
1005076,1004137,1
1005076,1005159,1
1005076,1004108,1
1005076,1005112,1
1005076,1004089,1
1005076,1005031,1
1005076,1005160,1
1005076,1005134,1
1005076,1005105,1
1005076,1005147,1
1005076,1005082,1
1005076,1005083,1
1005076,1005104,1
1005076,1005122,1
1005076,1005061,1
1005076,1005045,1
1005076,1005153,1
1005076,1005149,1
1005076,1005043,1
1005076,1004170,1
1005076,1005124,1
1005076,1005152,1
1005076,1005087,1
1005076,1005092,1
1005076,1004998,1
1005076,1004183,1
1005076,1005143,1
1005076,1004141,1
1005076,1004136,1
1005076,1005131,1
1005076,1005148,1
1005076,1005154,1
1005076,1004179,1
1005076,1005130,1
1005076,1004114,1
1005076,1005129,1
1005076,1005089,1
1005076,1005151,1
1005076,1005161,1
1005076,1005090,1
1005076,1005155,1
1005076,1004161,1
1005076,1005080,1
1005076,1005027,1
1005076,1005095,1
1005076,1005075,1
1005076,1005077,1
1005076,1005141,1
1005076,1005038,1
1005076,1005085,1
1005076,1004177,1
1005076,1005116,1
1005076,1004564,1
1005076,1005078,1
1005076,1005066,1
1005076,1005157,1
1005076,1004158,1
1005076,1005140,1
1005076,1005107,1
1005076,1005113,1
158,121,28
158,247,1
158,110,2
158,373,5
158,6068,1
158,511,2
158,759,1
158,508,4
158,7886,1
158,275,2
158,133,1
158,4113,2
158,8360,1
158,5555,1
1032540,1032539,1
1032540,1032546,1
1032540,1032543,1
1032540,1007052,1
1032540,1032544,1
1032540,1032548,1
1032540,1032547,1
1032540,1032549,1
1032540,1032542,1
1032540,1032545,1
1032540,1032541,1
1,1307,1
1,33,134
1,3,2
1,1846,5
1,2677,3
1,308,10
1,8199,1
1,31,3
1,100,1
1,102,4
1,63,5
1,2901,1
1,3842,2
1,8,1
1,21,1
1,5456,1
1,7341,1
1,9192,1
1,1497,1
1,4363,2
1,8568,1
1,139,2
1,8771,1
1,3298,1
1,9412,1
1,4057,1
1,2960,1
1,475,1
1,4561,1
1,6925,1
1,8404,1
1,6142,1
1,9182,1
1,1419,1
1,2397,1
1016495,1016507,1
1016495,1016454,1
1016495,1010308,1
1016495,1016515,1
1016495,1016521,1
1016495,1016460,1
1016495,1016465,1
1016495,1016477,1
1016495,1016509,1
1016495,1016467,1
1016495,1016468,1
1016495,1016516,1
1016495,1016462,1
1016495,1016463,1
1016495,1016469,1
1016495,1016504,1
1016495,1016519,1
1016495,1016513,1
1016495,1016488,1
1016495,1016503,1
1016495,1016491,1
1016495,1016458,1
1016495,1016464,1
1016495,1016518,1
1016495,1016484,1
1016495,1016496,1
1016495,1016510,1
1016495,1016483,1
1016495,1016511,1
1016495,1016517,1
1016495,1016505,1
1016495,1016470,1
1016495,1016520,1
1016495,1015556,1
1016495,1000599,1
1016495,1016506,1
1016495,1016473,1
1016495,1016461,1
1016495,1016498,1
1016495,1016457,1
1016495,1016481,1
1016495,1016501,1
1016495,1016514,1
1016495,1016512,1
1016495,1016522,1
1016495,1016459,1
1016495,1016500,1
1016495,1016508,1
148,990,12
148,217,12
784,794,16
784,780,16
784,749,16
784,787,16
10969,47,3
10969,10968,3
2083,399,4
339,851,3
339,294,1
434,315,1
434,1914,5
434,599,6
434,412,2
434,1671,3
434,546,5
434,1767,1
434,977,1
434,555,5
434,5646,1
434,8992,1
2002,3610,2
2002,668,5
2002,1359,5
2002,1502,2
2002,1830,2
2002,1028,4
2002,862,5
2002,920,5
2002,5380,1
889,97,11
889,553,17
889,1413,2
889,6771,1
889,1295,1
776,109,16
776,150,17
776,3382,1
776,122,5
776,649,4
4702,185,1
4702,5045,1
5025334,5020145,1
5025334,5025332,1
5025334,5025333,1
320,43,1
320,2,9
320,40,1
320,103,1
320,864,8
320,271,1
320,257,1
320,6782,1
320,80,1
320,106,1
320,55,1
320,697,2
320,79,1
320,5,1
320,182,3
320,29,5
320,200,1
320,4426,1
320,131,1
320,8088,1
320,2050,1
320,49,1
320,2098,1
320,8027,1
320,1443,1
320,7575,1
320,86,1
320,66,1
320,5393,1
1098,241,10
1098,561,10
1098,1081,1
1098,1449,7
1098,366,4
1098,1338,8
1098,1439,7
1098,7064,1
