person1,person2,common_pubs
1030122,1082484,3
1030122,1085038,2
1030122,1082035,1
1030122,1081968,4
1030122,1081924,3
1030122,1079798,4
1030122,1081925,4
1030122,1082824,1
1030122,1079448,4
1030122,1080670,2
1030122,1087077,3
1030122,1028862,2
1030122,1081445,4
1030122,1082590,4
1030122,1079632,4
1030122,1082082,2
1030122,1080555,4
1030122,1081708,3
1030122,1080823,4
1030122,1080026,3
1030122,1081805,1
1030122,1087071,2
1030122,1082626,2
1030122,1080038,4
1030122,1079647,4
1030122,1079615,4
1030122,1082107,2
1030122,1088476,2
1030122,1082057,1
1030122,1080755,4
1030122,1080835,4
1030122,1085727,4
1030122,1082356,4
1030122,1080040,4
1030122,1081165,2
1030122,1080693,4
1030122,1081611,4
1030122,1081195,4
1030122,1043687,4
1030122,1080859,3
1030122,1081345,4
1030122,1080913,4
1030122,1087433,3
1030122,1080455,3
1030122,1082454,4
1030122,1081496,4
1030122,1082078,2
1030122,1085901,3
1030122,1081948,4
1030122,1079908,4
1030122,1079979,4
1030122,1043817,4
1030122,1082844,4
1030122,1080644,4
1030122,1082797,4
1030122,1086368,4
1030122,1086791,2
1030122,1086806,3
1030122,1080820,4
1030122,1079749,3
1030122,1082693,4
1030122,1079951,3
1030122,1085044,2
1030122,1080437,4
1030122,1080407,4
1030122,1079399,4
1030122,1085744,4
1030122,1081332,3
1030122,1082207,2
1030122,1042278,4
1030122,1082099,4
1030122,1080359,4
1030122,1084979,2
1030122,1081797,1
1030122,1079949,4
1030122,1082528,2
1030122,1082433,4
1030122,1082951,1
1030122,1080809,4
1030122,1079639,3
1030122,1080640,4
1030122,1081087,4
1030122,1085361,4
1030122,1079828,3
1030122,1080005,4
1030122,1082135,4
1030122,1080567,4
1030122,1081378,4
1030122,1082465,1
1030122,1081984,4
1030122,1088626,4
1030122,1081478,4
1030122,1087217,2
1030122,1081887,4
1030122,1085795,3
1030122,1082074,4
1030122,1081568,4
1030122,1079765,4
1030122,1081562,1
1030122,1086399,4
1030122,1079774,4
1030122,1080013,1
1030122,1085748,4
1030122,1085237,4
1030122,1042134,4
1030122,1082203,2
1030122,1080086,4
1030122,1082665,4
1030122,1081930,4
1030122,1086495,4
1030122,1042234,4
1030122,1082545,2
1030122,1079958,2
1030122,1079601,4
1030122,1080879,4
1030122,1082586,4
1030122,1087182,3
1030122,1081134,4
1030122,1086889,4
1030122,1082754,4
1030122,1085742,2
1030122,1080054,4
1030122,1082405,4
1030122,1080475,4
1030122,1083120,4
1030122,1079694,4
1030122,1088634,1
1030122,1081627,4
1030122,1080900,4
1030122,1081455,4
1030122,1081636,4
1030122,1084814,4
1030122,1079919,2
1030122,1087303,4
1030122,1080332,4
1030122,1079636,2
1030122,1080207,4
1030122,1086680,4
1030122,1079830,4
1030122,1082755,4
1030122,1082387,4
1030122,1080461,4
1030122,1080515,3
1030122,1080364,4
1030122,1080057,4
1030122,1085802,3
1030122,1079433,4
1030122,1082675,4
1030122,1080467,3
1030122,1081054,4
1030122,1080304,4
1030122,1081294,4
1030122,1080656,3
1030122,1081300,4
1030122,1080710,4
1030122,1082809,4
1030122,1085322,4
1030122,1080761,3
1030122,1085155,3
1030122,1085747,2
1030122,1085734,4
1030122,1081166,1
1030122,1083472,3
1030122,1080250,4
1030122,1079973,1
1030122,1081356,4
1030122,1080871,4
1030122,1080840,4
1030122,1080793,4
1030122,1082279,4
1030122,1082748,1
1030122,1079216,4
1030122,1082477,2
1030122,1082455,4
1030122,1080009,2
1030122,1042206,3
1030122,1082739,4
1030122,1080008,4
1030122,1087427,1
1030122,1081154,1
1030122,1080689,4
1030122,1080912,4
1030122,1080781,4
1030122,1087341,4
1030122,1082678,4
1030122,1085316,2
1030122,1082857,2
1030122,1082456,1
1030122,1083218,4
1030122,1082631,4
1030122,1081180,4
1030122,1085897,2
1030122,1080366,4
1030122,1079604,3
1030122,1086904,4
1030122,1082337,2
1030122,1081372,4
1030122,1080890,4
1030122,1081039,4
1030122,1082062,4
1030122,1080170,4
1030122,1081203,4
1030122,1081597,4
1030122,1049323,4
1030122,1081911,4
1030122,1080757,4
1030122,1081646,4
1030122,1081355,1
1030122,1082330,1
1030122,1081815,3
1030122,1085296,4
1030122,1082161,4
1030122,1084950,2
1030122,1086780,2
1030122,1016110,1
1030122,1089213,2
1030122,1079266,3
1030122,1087157,3
1030122,1081721,1
1030122,1080494,1
1030122,1080273,4
1030122,1085062,3
1030122,1081858,4
1030122,1085479,1
1030122,1085127,3
1030122,1082406,4
1030122,1085844,2
1030122,1087251,4
1030122,1084727,3
1030122,1086733,2
1030122,1085834,2
1030122,1080915,4
1030122,1084930,1
1030122,1025126,4
1030122,1081417,4
1030122,1082045,4
1030122,1080276,2
1030122,1082576,4
1030122,1082293,4
1030122,1086545,4
1030122,1080372,4
1030122,1081889,4
1030122,1079672,4
1030122,1080730,3
1030122,1082498,4
1030122,1079944,4
1030122,1025165,4
1030122,1085870,2
1030122,1082692,4
1030122,1087417,4
1030122,1084835,3
1030122,1080643,4
1030122,1080417,2
1030122,1081481,4
1030122,1079881,4
1030122,1085493,4
1030122,1080019,1
1030122,1082929,4
1030122,1081648,4
1030122,1080394,2
1030122,1045608,4
1030122,1043738,2
1030122,1082215,4
1030122,1082819,2
1030122,1081193,4
1030122,1081382,3
1030122,1086462,4
1030122,1081578,1
1030122,1028265,4
1030122,1084856,2
1030122,1081727,2
1030122,1080192,4
1030122,1080876,1
1030122,1085827,4
1030122,1086994,4
1030122,1081651,4
1030122,1085624,4
1030122,1079859,4
1030122,1079766,4
1030122,1082064,4
1030122,1081329,4
1030122,1079904,4
1030122,1081218,4
1030122,1084774,1
1030122,1085388,4
1030122,1085716,4
1030122,1082850,1
1030122,1080897,4
1030122,1084841,4
1030122,1081446,4
1030122,1086740,3
1030122,1079820,4
1030122,1080741,3
1030122,1086893,4
1030122,1042247,4
1030122,1081258,3
1030122,1084748,1
1030122,1083465,4
1030122,1081534,2
1030122,1042266,4
1030122,1081752,4
1030122,1080284,1
1030122,1080996,3
1030122,1081719,1
1030122,1081983,3
1030122,1085341,4
1030122,1087142,3
1030122,1085762,2
1030122,1081978,3
1030122,1080958,4
1030122,1080669,4
1030122,1082786,1
1030122,1085337,3
1030122,1081655,3
1030122,1080385,4
1030122,1081634,4
1030122,1081289,2
1030122,1082071,4
1030122,1086456,1
1030122,1080545,4
1030122,1082589,4
1030122,1080341,4
1030122,1087011,3
1030122,1081829,2
1030122,1081395,4
1030122,1086790,4
1030122,1088577,1
1030122,1085712,3
1030122,1084703,4
1030122,1084990,4
1030122,1042220,3
1030122,1082699,3
1030122,1082616,2
1030122,1080874,3
1030122,1043486,1
1030122,1081957,1
1030122,1089169,3
1030122,1085402,4
1030122,1080931,4
1030122,1079882,4
1030122,1084855,4
1030122,1085895,3
1030122,1085102,4
1030122,1079417,3
1030122,1084901,4
1030122,1042180,4
1030122,1042249,3
1030122,1082934,4
1030122,1080309,3
1030122,1043417,4
1030122,1080275,2
1030122,1085286,1
1030122,1080734,4
1030122,1085446,1
1030122,1079657,4
1030122,1079896,3
1030122,1081828,4
1030122,1086369,1
1030122,1085700,2
1030122,1080549,3
1030122,1087042,1
1030122,1082767,2
1030122,1080659,4
1030122,1082469,4
1030122,1082548,4
1030122,1084894,3
1030122,1082812,3
1030122,1081552,3
1030122,1082623,4
1030122,1080706,2
1030122,1085385,4
1030122,1087212,1
1030122,1080367,2
1030122,1081033,4
1030122,1085185,3
1030122,1082503,2
1030122,1081830,4
1030122,1085377,2
1030122,1087436,4
1030122,1081608,4
1030122,1084770,1
1030122,1081267,4
1030122,1081196,4
1030122,1082370,4
1030122,1043201,2
1030122,1082419,4
1030122,1087392,1
1030122,1042584,2
1030122,1087381,1
1030122,1042163,3
1030122,1079926,3
1030122,1081422,4
1030122,1082393,4
1030122,1080570,4
1030122,1079987,4
1030122,1082190,4
1030122,1081904,4
1030122,1081038,4
1030122,1081713,4
1030122,1082386,4
1030122,1087405,4
1030122,1080300,4
1030122,1085082,4
1030122,1043896,4
1030122,1081240,3
1030122,1084853,4
1030122,1085537,2
1030122,1088051,1
1030122,1080911,4
1030122,1084877,4
1030122,1042101,3
1030122,1080262,4
1030122,1081311,4
1030122,1084927,2
1030122,1081633,3
1030122,1087074,4
1030122,1087269,4
1030122,1080671,4
1030122,1086741,2
1030122,1085417,2
1030122,1085732,3
1030122,1081952,4
1030122,1041894,1
1030122,1082095,2
1030122,1082602,3
1030122,1080147,2
1030122,1080064,4
1030122,1080952,1
1030122,1080664,4
1030122,1087425,2
1030122,1083183,4
1030122,1081187,3
1030122,1085351,4
1030122,1081835,3
1030122,1086985,4
1030122,1079430,4
1030122,1080758,1
1030122,1081489,4
1030122,1081439,4
1030122,1043725,4
1030122,1081755,1
1030122,1085176,4
1030122,1081893,1
1030122,1080158,4
1030122,1085450,4
1030122,1086665,3
1030122,1080921,1
1030122,1085504,4
1030122,1081518,4
1030122,1081987,4
1030122,1082174,4
1030122,1081630,4
1030122,1085132,4
1030122,1086361,2
1030122,1082013,4
1030122,1042702,4
1030122,1080498,4
1030122,1080495,1
1030122,1081349,4
1030122,1081842,4
1030122,1085260,2
1030122,1082813,4
1030122,1081021,4
1030122,1043359,3
1030122,1082038,4
1030122,1080346,4
1030122,1079743,4
1030122,1082252,1
1030122,1081806,4
1030122,1086772,4
1030122,1078886,3
1030122,1080836,3
1030122,1081283,4
1030122,1082048,3
1030122,1085626,1
1030122,1084743,1
1030122,1043016,4
1030122,1081411,4
1030122,1043278,3
1030122,1079613,3
1030122,1080918,3
1030122,1080922,3
1030122,1079733,3
1030122,1082730,4
1030122,1080568,4
1030122,1085806,3
1030122,1079547,4
1030122,1041686,1
1030122,1081654,4
1030122,1082262,4
1030122,1082187,4
1030122,1082110,2
1030122,1080484,2
1030122,1080456,4
1030122,1085110,1
1030122,1085431,4
1030122,1081831,4
1030122,1082201,1
1030122,1084466,2
1030122,1083144,1
1030122,1080125,1
1030122,1079667,4
1030122,1081028,4
1030122,1080145,4
1030122,1079676,4
1030122,1081826,1
1030122,1085610,4
1030122,1081643,3
1030122,1085813,2
1030122,1081625,4
1030122,1080418,4
1030122,1079975,4
1030122,1082720,1
1030122,1082727,1
1030122,1079783,4
1030122,1004055,2
1030122,1082581,2
1030122,1085878,2
1030122,1081405,4
1030122,1043057,2
1030122,1080081,4
1030122,1082263,1
1030122,1079981,4
1030122,1085313,4
1030122,1043786,4
1030122,1082278,4
1030122,1081369,2
1030122,1080343,4
1030122,1080767,4
1030122,1081561,2
1030122,1082206,4
1030122,1084959,3
1030122,1081358,4
1030122,1081788,1
1030122,1083436,4
1030122,1084769,2
1030122,1085257,2
1030122,1086418,1
1030122,1086800,4
1030122,1082563,2
1030122,1081949,4
1030122,1079095,2
1030122,1085523,2
1030122,1085694,1
1030122,1081590,4
1030122,1085084,2
1030122,1080777,1
1030122,1082585,1
1030122,1083056,4
1030122,1079912,4
1030122,1085066,3
1030122,1081011,1
1030122,1080701,4
1030122,1083034,4
1030122,1080287,4
1030122,1082845,4
1030122,1080773,4
1030122,1082358,4
1030122,1085726,2
1030122,1081476,4
1030122,1081565,4
1030122,1082361,4
1030122,1085816,4
1030122,1080199,2
1030122,1082571,3
1030122,1080597,4
1030122,1081870,1
1030122,1085569,4
1030122,1082667,4
1030122,1079628,1
1030122,1085451,2
1030122,1081881,2
1030122,1080661,4
1030122,1081464,4
1030122,1043611,4
1030122,1043549,4
1030122,1081999,1
1030122,1028970,4
1030122,1042821,4
1030122,1080159,4
1030122,1081230,4
1030122,1088654,4
1030122,1080065,1
1030122,1082258,1
1030122,1083458,4
1030122,1081938,4
1030122,1085340,2
1030122,1079930,4
1030122,1081275,4
1030122,1082066,4
1030122,1081296,2
1030122,1082383,4
1030122,1080221,4
1030122,1081554,4
1030122,1081163,1
1030122,1081667,4
1030122,1081458,2
1030122,1079927,4
1030122,1084739,3
1030122,1083439,4
1030122,1069571,1
1030122,1083143,2
1030122,1085137,4
1030122,1082758,4
1030122,1080173,1
1030122,1087435,1
1030122,1080830,4
1030122,1081663,4
1030122,1085076,4
1030122,1085057,1
1030122,1085882,2
1030122,1081661,4
1030122,1080784,4
1030122,1087320,3
1030122,1041563,1
1030122,1086720,3
1030122,1082799,4
1030122,1089366,2
1030122,1085792,2
1030122,1086487,4
1030122,1081492,4
1030122,1021409,3
1030122,1079977,4
1030122,1079543,4
1030122,1080716,4
1030122,1085422,2
1030122,1085614,4
1030122,1039983,3
1030122,1082637,4
1030122,1082862,4
1030122,1086437,4
1030122,1085815,4
1030122,1080388,4
1030122,1084716,1
1030122,1087431,4
1030122,1086560,4
1030122,1082175,3
1030122,1080247,3
1030122,1085480,4
1030122,1086956,3
1030122,1082307,4
1030122,1087131,1
1030122,1080954,4
1030122,1080975,4
1030122,1082407,4
1030122,1085609,4
1030122,1079307,4
1030122,1087124,4
1030122,1079625,4
1030122,1081993,4
1030122,1084714,4
1030122,1080190,4
1030122,1080440,4
1030122,1080603,4
1030122,1083004,3
1030122,1080509,4
1030122,1084939,2
1030122,1041767,4
1030122,1080244,4
1030122,1016118,3
1030122,1082381,4
1030122,1082492,3
1030122,1082538,4
1030122,1081387,2
1030122,1085946,4
1030122,1082250,4
1030122,1084844,2
1030122,1080790,1
1030122,1079910,4
1030122,1080780,4
1030122,1085877,2
1030122,1082417,4
1030122,1085573,4
1030122,1085103,3
1030122,1081477,4
1030122,1079885,1
1030122,1085118,4
1030122,1081915,4
1030122,1082544,3
1030122,1079932,1
1030122,1081743,4
1030122,1084829,3
1030122,1079670,4
1030122,1081946,2
1030122,1087154,4
1030122,1085253,1
1030122,1086870,4
1030122,1085348,4
1030122,1080195,3
1030122,1043094,4
1030122,1084885,4
1030122,1081388,3
1030122,1079763,4
1030122,1028994,3
1030122,1042133,3
1030122,1081239,4
1030122,1081638,4
1030122,1081739,4
1030122,1080211,1
1030122,1085596,4
1030122,1081139,4
1030122,1079929,1
1030122,1081860,4
1030122,1079941,2
1030122,1085751,4
1030122,1080392,4
1030122,1081042,4
1030122,1080582,2
1030122,1085656,1
1030122,1084822,1
1030122,1081711,4
1030122,1082134,2
1030122,1086846,1
1030122,1082930,2
1030122,1085936,4
1030122,1079492,3
1030122,1042175,4
1030122,1085292,2
1030122,1085890,2
1030122,1086927,1
1030122,1085447,2
1030122,1080481,4
1030122,1080355,4
1030122,1085029,2
1030122,1081600,2
1030122,1081065,2
1030122,1085240,4
1030122,1079513,3
1030122,1085503,4
1030122,1079696,2
1030122,1080166,4
1030122,1087923,1
1030122,1081424,1
1030122,1081920,4
1030122,1086587,1
1030122,1085001,4
1030122,1081471,4
1030122,1080530,4
1030122,1086865,4
1030122,1081248,4
1030122,1042109,4
1030122,1043162,4
1030122,1080747,4
1030122,1081094,4
1030122,1085773,4
1030122,1085173,2
1030122,1082160,4
1030122,1087305,2
1030122,1082476,4
1030122,1080861,4
1030122,1081756,4
1030122,1082032,4
1030122,1082472,3
1030122,1081844,1
1030122,1086366,3
1030122,1082344,1
1030122,1028925,3
1030122,1080308,4
1030122,1080433,2
1030122,1085210,4
1030122,1082866,1
1030122,1085290,4
1030122,1083111,1
1030122,1082483,4
1030122,1082565,4
1030122,1080226,4
1030122,1081157,1
1030122,1081350,4
1030122,1083029,3
1030122,1085769,1
1030122,1081140,4
1030122,1081501,4
1030122,1082848,2
1030122,1085411,4
1030122,1079493,4
1030122,1043533,4
1030122,1081419,1
1030122,1042717,4
1030122,1082199,1
1030122,1080140,4
1030122,1082768,2
1030122,1085672,2
1030122,1079916,4
1030122,1081609,1
1030122,1083060,2
1030122,1082796,2
1030122,1082034,4
1030122,1086561,2
1030122,1070952,4
1030122,1081606,4
1030122,1086445,2
1030122,1085285,3
1030122,1079680,4
1030122,1085042,4
1030122,1082391,2
1030122,1043767,3
1030122,1082820,4
1030122,1082076,1
1030122,1086410,2
1030122,1085760,2
1030122,1081351,1
1030122,1080759,4
1030122,1043384,4
1030122,1081206,4
1030122,1082488,4
1030122,1080699,4
1030122,1042762,4
1030122,1082505,4
1030122,1080762,3
1030122,1081747,4
1030122,1088686,4
1030122,1085571,2
1030122,1081856,4
1030122,1085763,2
1030122,1086684,3
1030122,1080815,4
1030122,1083123,1
1030122,1085756,2
1030122,1081553,2
1030122,1080080,1
1030122,1050392,4
1030122,1041689,1
1030122,1082907,2
1030122,1081408,4
1030122,1081658,4
1030122,1080409,2
1030122,1082550,4
1030122,1079686,4
1030122,1082063,1
1030122,1080723,2
1030122,1085785,4
1030122,1085869,3
1030122,1079914,1
1030122,1085841,4
1030122,1085608,2
1030122,1085589,3
1030122,1079747,1
1030122,1080334,4
1030122,1081362,4
1030122,1082702,3
1030122,1081569,4
1030122,1081906,2
1030122,1080030,4
1030122,1021238,4
1030122,1086438,4
1030122,1085020,4
1030122,1082629,1
1030122,1079948,4
1030122,1081183,4
1030122,1083440,4
1030122,1081099,4
1030122,1087208,4
1030122,1087179,4
1030122,1081795,4
1030122,1082539,1
1030122,1087378,4
1030122,1079869,4
1030122,1079858,4
1030122,1086830,2
1030122,1025057,4
1030122,1081691,3
1030122,1085845,1
1030122,1043825,1
1030122,1079963,1
1030122,1080940,2
1030122,1085916,2
1030122,1081308,1
1030122,1082574,4
1030122,1081107,4
1030122,1084881,2
1030122,1080025,4
1030122,1081510,3
1030122,1079711,4
1030122,1079890,2
1030122,1086808,4
1030122,1079993,4
1030122,1079671,2
1030122,1085489,4
1030122,1085691,4
1030122,1086606,4
1030122,1085652,3
1030122,1079607,4
1030122,1086884,4
1030122,1082149,2
1030122,1082896,2
1030122,1087235,4
1030122,1081005,4
1030122,1080616,4
1030122,1081610,4
1030122,1085634,2
1030122,1081299,4
1030122,1082737,4
1030122,1081512,4
1030122,1081931,4
1030122,1081840,2
1030122,1081016,4
1030122,1084935,4
1030122,1084903,1
1030122,1085231,4
1030122,1082018,1
1030122,1050458,3
1030122,1087347,4
1030122,1082658,4
1030122,1080534,3
1030122,1043412,3
1030122,1080348,4
1030122,1082915,4
1030122,1081006,4
1030122,1081837,2
1030122,1080829,1
1030122,1082639,4
1030122,1080426,2
1030122,1081136,4
1030122,1086705,3
1030122,1045812,4
1030122,1081285,4
1030122,1087413,4
1030122,1081944,2
1030122,1081765,4
1030122,1082154,2
1030122,1082526,4
1030122,1080646,4
1030122,1080984,3
1030122,1044008,4
1030122,1081235,4
1030122,1088593,1
1030122,1081341,4
1030122,1085074,2
1030122,1085490,2
1030122,1080908,4
1030122,1088617,3
1030122,1079782,4
1030122,1082700,4
1030122,1084963,1
1030122,1085184,2
1030122,1080817,3
1030122,1080084,3
1030122,1079856,2
1030122,1086640,1
1030122,1081635,1
1030122,1082816,1
1030122,1079748,2
1030122,1079893,1
1030122,1085654,3
1030122,1082026,4
1030122,1088479,2
1030122,1086356,3
1030122,1084836,1
1030122,1085771,4
1030122,1081487,4
1030122,1084436,4
1030122,1043247,4
1030122,1082041,4
1030122,1016146,1
1030122,1082310,3
1030122,1081143,4
1030122,1084933,3
1030122,1081092,4
1030122,1087437,2
1030122,1082269,4
1030122,1082084,2
1030122,1085858,4
1030122,1085962,4
1030122,1079755,3
1030122,1043586,4
1030122,1088620,4
1030122,1085245,2
1030122,1087401,2
1030122,1089253,2
1030122,1088516,2
1030122,1085718,4
1030122,1082740,3
1030122,1087170,4
1030122,1080252,3
1030122,1086240,1
1030122,1042985,4
1030122,1082599,2
1030122,1045143,4
1030122,1082568,3
1030122,1082125,4
1030122,1082412,4
1030122,1084840,1
1030122,1089310,1
1030122,1085939,2
1030122,1086993,1
1030122,1080335,4
1030122,1080607,4
1030122,1081801,2
1030122,1082398,3
1030122,1082424,4
1030122,1080082,3
1030122,1085565,2
1030122,1083114,4
1030122,1081297,4
1030122,1085124,2
1030122,1080215,2
1030122,1082449,3
1030122,1081773,4
1030122,1043560,4
1030122,1080351,4
1030122,1082703,2
1030122,1042240,2
1030122,1081083,2
1030122,1080403,4
1030122,1082840,4
1030122,1080460,4
1030122,1081734,4
1030122,1086856,4
1030122,1086048,4
1030122,1085935,2
1030122,1082431,2
1030122,1088170,1
1030122,1084891,4
1030122,1081452,3
1030122,1082081,4
1030122,1084785,4
1030122,1079898,3
1030122,1081109,2
1030122,1085904,3
1030122,1043292,2
1030122,1081363,4
1030122,1086788,2
1030122,1087227,2
1030122,1080581,4
1030122,1079722,4
1030122,1085395,4
1030122,1085182,1
1030122,1082843,3
1030122,1082194,4
1030122,1079602,4
1030122,1085824,2
1030122,1082485,1
1030122,1081213,2
1030122,1081108,4
1030122,1080163,2
1030122,1081767,4
1030122,1085256,1
1030122,1084890,4
1030122,1085212,4
1030122,1081460,4
1030122,1080516,4
1030122,1081098,3
1030122,1079061,4
1030122,1083425,4
1030122,1080027,4
1030122,1088510,2
1030122,1081246,4
1030122,1081312,4
1030122,1079519,3
1030122,1042069,3
1030122,1080138,3
1030122,1080256,4
1030122,1080044,1
1030122,1081125,3
1030122,1081824,4
1030122,1080144,4
1030122,1085028,3
1030122,1081075,4
1030122,1081508,4
1030122,1087229,4
1030122,1085035,2
1030122,1081804,4
1030122,1086610,4
1030122,1085178,2
1030122,1080430,4
1030122,1080115,1
1030122,1082569,1
1030122,1085553,3
1030122,1088688,4
1030122,1085787,1
1030122,1082556,1
1030122,1042908,4
1030122,1087443,1
1030122,1079398,4
1030122,1079724,4
1030122,1082094,1
1030122,1081786,2
1030122,1083429,4
1030122,1042790,4
1030122,1086623,2
1030122,1082709,4
1030122,1082103,2
1030122,1085749,3
1030122,1082741,1
1030122,1079976,4
1030122,1085741,3
1030122,1080593,1
1030122,1043645,3
1030122,1086739,3
1030122,1087277,4
1030122,1081700,4
1030122,1080679,3
1030122,1042685,3
1030122,1082653,4
1030122,1080458,2
1030122,1079505,2
1030122,1084816,3
1030122,1085215,4
1030122,1087147,4
1030122,1084944,4
1030122,1080303,2
1030122,1081724,3
1030122,1080058,4
1030122,1082791,4
1030122,1079962,4
1030122,1043546,4
1030122,1082457,4
1030122,1085158,4
1030122,1080155,2
1030122,1082299,4
1030122,1086626,2
1030122,1041883,3
1030122,1082208,2
1030122,1080791,2
1030122,1082763,4
1030122,1086850,4
1030122,1085581,4
1030122,1080856,4
1030122,1085207,1
1030122,1081639,3
1030122,1082051,4
1030122,1085267,1
1030122,1028558,4
1030122,1087114,3
1030122,1079431,4
1030122,1080666,3
1030122,1080914,4
1030122,1087108,2
1030122,1085820,2
1030122,1082650,2
1030122,1085183,2
1030122,1043820,4
1030122,1086805,1
1030122,1081548,4
1030122,1088673,4
1030122,1079848,4
1030122,1080709,4
1030122,1082515,4
1030122,1085295,3
1030122,1085481,3
1030122,1085861,2
1030122,1081389,2
1030122,1081253,4
1030122,1085055,3
1030122,1088569,4
1030122,1081827,1
1030122,1087872,1
1030122,1088261,1
1030122,1085625,4
1030122,1082298,2
1030122,1087503,1
1030122,1080995,4
1030122,1080324,4
1030122,1043677,4
1030122,1081644,4
1030122,1082868,2
1030122,1080795,3
1030122,1087404,1
1030122,1043071,2
1030122,1081020,4
1030122,1086716,3
1030122,1080312,4
1030122,1043048,2
1030122,1085059,4
1030122,1080240,1
1030122,1079802,4
1030122,1085323,2
1030122,1082630,4
1030122,1087338,4
1030122,1082481,1
1030122,1081571,4
1030122,1085886,2
1030122,1082561,4
1030122,1085500,2
1030122,1081400,3
1030122,1086689,4
1030122,1085144,2
1030122,1086921,4
1030122,1079954,4
1030122,1081485,2
1030122,1085226,2
1030122,1081482,4
1030122,1085505,2
1030122,1086673,3
1030122,1079918,4
1030122,1043811,4
1030122,1085092,4
1030122,1028690,4
1030122,1086493,2
1030122,1085172,2
1030122,1083263,4
1030122,1082396,4
1030122,1079972,4
1030122,1085128,2
1030122,1021389,4
1030122,1085387,4
1030122,1082864,2
1030122,1082017,4
1030122,1080932,4
1030122,1043941,4
1030122,1082846,2
1030122,1086431,4
1030122,1080117,4
1030122,1028255,3
1030122,1084876,3
1030122,1082083,2
1030122,1085005,4
1030122,1080422,3
1030122,1082832,4
1030122,1082096,1
1030122,1080916,4
1030122,1079966,4
1030122,1081360,4
1030122,1084996,3
1030122,1084960,2
1030122,1081373,3
1030122,1085125,2
1030122,1085248,2
1030122,1080816,4
1030122,1089292,3
1030122,1081025,1
1030122,1082847,2
1030122,1081112,4
1030122,1082901,3
1030122,1089360,2
1030122,1079823,4
1030122,1084747,4
1030122,1085491,3
1030122,1080654,4
1030122,1079852,4
1030122,1082932,2
1030122,1082450,3
1030122,1080200,1
1030122,1081992,4
1030122,1082478,4
1030122,1085147,1
1030122,1082815,2
1030122,1080864,4
1030122,1087295,3
1030122,1085019,2
1030122,1079800,4
1030122,1082122,2
1030122,1081891,3
1030122,1084040,1
1030122,1085853,2
1030122,1085045,2
1030122,1079750,4
1030122,1085659,1
1030122,1085628,1
1030122,1087359,4
1030122,1081027,4
1030122,1084794,4
1030122,1080285,2
1030122,1085554,4
1030122,1082142,4
1030122,1086520,2
1030122,1081268,1
1030122,1082584,2
1030122,1080096,4
1030122,1081047,2
1030122,1080782,2
1030122,1086996,4
1030122,1082119,2
1030122,1078919,4
1030122,1079768,3
1030122,1082830,1
1030122,1085933,2
1030122,1080496,4
1030122,1087244,4
1030122,1085401,2
1030122,1080905,1
1030122,1085163,3
1030122,1082422,4
1030122,1083007,4
1030122,1080843,4
1030122,1082036,4
1030122,1087351,4
1030122,1084999,4
1030122,1081966,4
1030122,1042243,1
1030122,1079940,4
1030122,1040183,2
1030122,1082785,4
1030122,1082016,3
1030122,1085276,4
1030122,1087065,4
1030122,1042147,4
1030122,1084951,4
1030122,1082204,2
1030122,1086649,1
1030122,1043303,3
1030122,1084775,2
1030122,1080361,4
1030122,1042862,4
1030122,1081105,4
1030122,1082466,4
1030122,1085907,2
1030122,1085398,4
1030122,1082430,4
1030122,1079938,4
1030122,1081861,4
1030122,1081420,3
1030122,1085119,1
1030122,1042267,3
1030122,1079674,4
1030122,1085761,1
1030122,1082171,4
1030122,1085817,2
1030122,1082331,2
1030122,1084796,4
1030122,1085521,2
1030122,1082151,4
1030122,1082508,4
1030122,1085335,3
1030122,1084854,4
1030122,1085507,4
1030122,1086983,2
1030122,1082529,4
1030122,1087134,4
1030122,1087258,4
1030122,1081259,4
1030122,1085179,1
1030122,1086526,3
1030122,1079836,4
1030122,1079759,2
1030122,1080470,4
1030122,1085821,2
1030122,1084958,3
1030122,1087207,4
1030122,1084928,2
1030122,1079550,4
1030122,1079617,1
1030122,1081118,4
1030122,1084807,2
1030122,1085305,4
1030122,1087270,4
1030122,1087457,2
1030122,1082192,1
1030122,1082685,4
1030122,1079872,4
1030122,1085405,2
1030122,1081171,4
1030122,1085036,4
1030122,1085937,4
1030122,1028912,4
1030122,1084732,4
1030122,1081897,3
1030122,1086987,4
1030122,1082392,1
1030122,1081078,2
1030122,1082517,4
1030122,1088607,4
1030122,1086913,1
1030122,1081853,3
1030122,1082124,4
1030122,1043607,3
1030122,1086467,4
1030122,1085778,2
1030122,1082254,4
1030122,1080357,3
1030122,1085611,4
1030122,1085663,4
1030122,1040180,2
1030122,1043635,4
1030122,1082209,4
1030122,1085791,2
1030122,1085737,4
1030122,1079483,4
1030122,1082743,2
1030122,1085064,2
1030122,1087004,3
1030122,1086701,4
1030122,1085463,2
1030122,1085594,3
1030122,1087230,2
1030122,1086563,1
1030122,1086453,1
1030122,1085404,2
1030122,1086464,3
1030122,1085386,2
1030122,1087017,1
1030122,1080406,4
1030122,1084811,4
1030122,1086658,4
1030122,1081572,4
1030122,1082918,4
1030122,1086949,4
1030122,1042928,3
1030122,1089305,2
1030122,1084994,2
1030122,1083468,2
1030122,1086531,2
1030122,1084946,2
1030122,1084974,2
1030122,1080675,4
1030122,1087148,2
1030122,1081692,4
1030122,1082191,1
